Q8F6S7	Q8FYF7	44.713	993	456	20	9	918	21	1003	0.0	798
Q54JE4	Q8FYF7	45.339	1019	464	18	47	1006	19	1003	0.0	856
P9WIS3	Q1XDM0	31.548	336	194	8	38	347	20	345	1.11e-47	162
Q56303	Q51739	38.065	620	352	13	1	607	1	601	3.84e-116	357
O28249	O58411	26.842	190	115	5	9	192	8	179	5.74e-08	48.1
Q9YBX7	Q985Y3	31.343	67	46	0	527	593	506	572	0.030	34.7
Q4J6M3	Q21WX8	41.667	36	18	2	88	123	58	90	0.21	31.6
P0DPF0	Q84DC3	38.263	426	256	4	9	431	9	430	2.39e-98	299
Q4J6M6	B3EX35	41.026	39	22	1	94	132	322	359	0.25	30.0
E1JIB2	Q4UKN9	22.302	139	85	5	62	187	88	216	3.9	26.2
Q9K864	B1WN69	19.444	288	196	11	61	340	50	309	7.10e-06	44.7
Q9XAP2	Q826T2	23.256	86	62	1	204	289	188	269	0.030	33.5
L7WGA7	P55073	35.776	232	100	3	52	282	107	290	2.47e-39	137
Q6AJ55	B1ICI9	37.049	305	178	5	5	306	4	297	4.70e-58	186
Q9V6U9	Q9Z311	50.746	335	157	4	24	355	44	373	8.21e-110	323
A5IK84	A8FD19	36.630	273	155	8	2	261	9	276	1.54e-49	163
Q96329	P15651	29.947	374	254	5	51	417	29	401	1.80e-48	168
P32397	P46882	34.426	61	34	2	3	63	37	91	0.012	35.4
O62140	Q9Y7B1	28.521	568	360	12	110	641	111	668	2.01e-72	246
B3DX48	Q02PL5	41.194	335	172	6	5	324	3	327	1.15e-74	231
P08065	P44894	34.336	565	344	11	27	579	31	580	3.64e-84	272
P32747	B7KZJ5	38.315	368	189	5	67	433	8	338	4.29e-76	239
Q4KCY6	P15651	31.635	373	242	3	6	378	47	406	1.65e-55	185
O54143	P15651	35.676	370	232	5	12	377	36	403	1.64e-64	209
Q5W271	P15651	28.324	346	246	1	34	379	63	406	5.41e-40	144
Q9YFI6	A8FD19	36.842	304	187	4	7	306	2	304	1.48e-60	192
Q5BLE8	Q6CZB1	50.000	42	20	1	62	102	8	49	2.55e-05	44.3
B2GCE0	P44894	28.155	309	152	15	321	614	161	414	1.43e-18	86.7
Q06401	P09622	47.368	38	20	0	7	44	43	80	0.001	39.3
Q5L9Q6	Q9JY18	29.897	97	59	3	2	89	3	99	0.007	35.0
Q5L9Q6	Q9JY18	48.000	25	12	1	264	287	141	165	4.0	26.2
O27054	Q9X1X6	35.772	246	144	4	17	256	4	241	8.14e-39	133
Q53199	P39633	37.143	350	180	10	11	349	45	365	4.06e-64	210
Q9X8N8	Q97K95	38.693	398	227	7	17	413	3	384	5.93e-96	297
Q9KDJ5	Q97K95	37.685	406	225	12	1	389	1	395	1.50e-81	258
Q8XQG4	Q97K95	37.056	394	232	6	12	400	2	384	3.73e-87	273
B0R5Y6	A0AIF0	37.991	458	256	10	1	440	1	448	1.62e-97	297
Q6MEJ2	B8FT31	48.098	447	228	4	1	445	1	445	3.88e-146	421
B9KZ42	B8FT31	50.897	446	216	3	1	445	1	444	4.41e-156	447
Q5V3R2	B7IPB4	32.075	53	36	0	45	97	262	314	2.6	25.8
O06835	Q7CS24	38.060	134	75	5	12	141	21	150	1.26e-15	68.2
Q6Q271	Q7CS24	44.898	147	79	2	18	164	24	168	7.14e-29	106
O43029	A5GW63	21.196	184	110	6	188	341	24	202	0.25	30.8
Q9SJA7	O65403	52.632	38	18	0	2	39	37	74	1.87e-04	40.8
Q18006	P0A9P0	42.105	38	20	1	1	36	1	38	0.020	34.3
Q72IB8	Q8RMG1	48.352	273	140	1	33	305	29	300	1.38e-84	254
Q9RW55	Q8RMG1	47.670	279	141	2	31	309	28	301	3.56e-87	261
O45228	O43272	45.539	538	276	5	59	591	53	578	1.31e-168	491
Q933N0	Q87A73	41.860	43	22	1	745	787	244	283	0.52	30.8
Q57661	Q7CKM4	28.037	107	47	4	125	201	182	288	1.29e-06	46.2
Q8PVV3	Q8PV16	35.294	51	26	2	153	201	176	221	0.034	32.0
P9WHH5	Q6CZB1	44.156	462	252	4	3	460	8	467	1.41e-134	394
Q12746	Q5AZB4	38.217	314	169	5	14	312	7	310	1.24e-70	219
P16603	A0A2U1KZS6	30.236	721	424	26	1	691	38	709	4.25e-86	283
P36587	A0A2U1KZS6	32.625	659	364	23	50	678	101	709	2.22e-89	291
Q58065	A5IRE8	28.640	419	286	8	14	428	15	424	4.57e-54	184
P37061	A5IRE8	25.556	450	311	9	2	442	3	437	1.84e-38	142
Q97K92	Q50497	32.000	375	232	11	2	360	4	371	3.31e-51	174
Q9RYU4	B9M4V3	36.715	207	114	6	5	199	1	202	5.64e-36	122
O29904	B9M4V3	43.284	201	100	4	3	190	2	201	1.30e-51	162
O43090	M1BYJ7	34.483	377	232	6	44	411	2	372	4.13e-70	233
O43090	M1BYJ7	26.712	146	79	4	409	551	457	577	1.66e-10	60.8
O94467	B7ITF9	40.503	358	189	7	31	387	3	337	3.77e-79	245
B8N8Q9	Q928C2	41.689	367	175	8	33	396	2	332	4.15e-76	237
A7IDY1	Q47G91	41.500	200	112	2	4	203	3	197	9.54e-43	140
Q4KF31	Q63CP4	29.245	212	145	3	1	211	1	208	7.42e-31	110
Q0C3K3	Q47G91	43.500	200	106	3	3	199	2	197	1.95e-49	157
Q72EF3	P50620	35.135	37	23	1	420	456	36	71	0.37	30.8
Q54LT2	P78609	32.770	296	181	5	3	282	4	297	4.02e-45	152
O74409	P78609	43.667	300	159	3	4	296	2	298	6.70e-79	239
Q8X1D8	P15651	24.928	349	228	12	56	403	78	393	1.52e-18	84.7
I3R9M9	P46923	22.034	472	275	20	476	918	340	747	2.28e-11	65.1
I3R9M9	P46923	25.965	285	158	11	119	367	46	313	1.07e-08	56.6
P42177	P11350	37.037	216	132	4	9	222	11	224	9.66e-40	134
Q94734	P14804	40.625	32	18	1	16	46	323	354	1.2	27.3
Q6PQK2	A5WFD0	42.424	33	16	1	63	95	350	379	0.84	27.7
I3R637	Q39161	34.791	526	298	14	18	524	77	576	3.96e-85	274
Q19892	Q802F2	31.944	144	98	0	70	213	37	180	2.90e-26	97.8
Q9PR71	O66790	31.169	308	204	3	3	305	10	314	1.92e-45	154
O32214	A9MF16	41.597	601	334	6	9	605	12	599	8.78e-166	483
A4VND8	Q20YH9	26.316	76	50	2	216	286	283	357	1.4	27.7
D5WYQ5	C7Z9Z4	29.730	74	46	2	144	213	22	93	0.75	28.1
Q4FQB7	Q6MTX5	28.736	87	49	4	56	134	127	208	1.5	27.7
P27882	Q8KIX2	25.352	71	51	1	98	168	104	172	0.86	27.7
O14144	Q5F5A9	35.135	37	24	0	10	46	502	538	0.85	27.7
I6Y8I5	Q5LUP4	39.535	43	23	1	171	210	4	46	6.0	25.4
Q2S5G4	B2IA30	34.802	227	138	6	17	238	13	234	4.37e-37	128
P40029	Q8VS50	32.716	162	94	5	19	174	48	200	1.93e-23	90.1
Q98PE5	Q8VS50	34.416	154	91	4	10	155	53	204	1.40e-23	89.7
B7JBP8	M1BYJ7	24.024	333	209	11	3	306	57	374	1.03e-11	63.9
Q54DK1	P95200	27.826	115	65	4	46	150	16	122	3.44e-04	40.0
O67931	M1BYJ7	27.108	166	100	5	3	155	56	213	9.87e-10	57.8
Q8TLB2	Q8PVW3	26.882	93	56	3	12	97	165	252	0.019	33.9
Q8TLB0	P0A9P0	38.776	49	30	0	137	185	1	49	0.006	37.0
O33998	Q39161	27.778	126	77	8	109	231	407	521	0.012	35.0
Q59109	Q606Y5	38.462	39	22	1	284	320	30	68	1.2	28.5
Q67QZ1	Q46RX3	40.882	839	401	13	1	753	1	830	0.0	623
P81186	Q46RX3	36.842	836	440	16	1	754	1	830	2.10e-175	521
P58383	Q0P3K2	41.806	720	303	17	33	644	18	729	4.87e-175	513
Q9XQV2	Q0P3K2	50.448	781	303	15	20	776	9	729	0.0	726
Q6AL30	B9DID6	40.252	159	89	1	1	153	1	159	6.52e-35	117
B4RSU6	A1SV95	49.008	353	176	1	5	357	3	351	2.78e-122	355
E0VLV0	C0NUP2	35.350	314	157	10	125	395	168	478	4.99e-51	177
Q8RDM3	A6TEU1	38.079	302	184	3	1	301	5	304	3.68e-78	238
Q9Y7B6	A0RBZ2	47.232	271	141	2	66	336	3	271	6.95e-85	256
Q9UUK7	Q6G9Z7	27.407	135	88	4	69	203	60	184	7.74e-06	42.7
P18823	P56293	62.069	203	76	1	388	589	90	292	7.80e-79	252
C0QVX1	Q8THL2	46.557	305	160	3	2	305	6	308	2.76e-99	294
Q9LD43	Q3A585	48.544	309	157	2	98	405	5	312	1.50e-102	316
Q44243	Q2FZ20	33.333	63	30	2	114	172	17	71	1.00	29.3
Q56207	Q9ABE7	32.653	49	26	1	157	205	67	108	0.32	30.0
P9WJQ4	Q626I0	26.230	61	45	0	191	251	25	85	0.13	31.6
Q4JT09	A1T3R3	42.662	586	279	11	6	585	10	544	4.20e-127	382
O53554	P27696	24.237	557	339	21	2	506	12	537	4.80e-09	55.8
Q7VBN8	Q5KVX6	28.450	587	365	20	8	573	20	572	7.24e-53	187
Q6C7G2	P32209	22.819	149	98	5	5	143	18	159	2.8	27.3
Q5AGV7	Q5PNZ1	30.769	130	79	3	41	164	97	221	7.83e-15	73.2
A9NFF0	Q97DA2	46.440	323	148	5	6	308	4	321	8.55e-102	299
P59794	A1W023	36.975	238	149	1	1	237	1	238	1.38e-63	196
Q4L2X9	O52325	21.154	208	133	8	2	206	238	417	1.3	27.3
D3EBC1	B0TCR1	47.441	508	258	6	1	506	1	501	1.89e-166	478
P24118	B3DY05	47.059	34	17	1	318	350	47	80	0.046	33.5
Q8F8T4	B0TCR1	35.459	392	234	8	42	427	7	385	1.55e-59	199
O82383	D4Q9Z4	26.380	489	315	17	7	466	11	483	7.95e-42	152
A5FUL0	Q1QVG7	39.193	347	197	7	9	349	9	347	5.25e-55	182
Q9VUT6	Q6P6V1	35.363	509	279	16	94	572	118	606	1.02e-89	286
Q74N90	Q9HNT1	33.333	423	251	12	1	394	1	421	1.99e-78	248
Q9RX68	A9VYY9	35.789	190	116	2	1	190	1	184	7.26e-34	117
A1RWC3	Q5FVR2	29.950	404	251	11	91	464	33	434	4.73e-43	156
Q6L2Z8	Q99040	22.816	206	104	9	192	365	12	194	4.52e-05	43.5
Q2RTZ1	Q8G5L0	26.882	93	44	3	256	345	277	348	0.63	30.4
Q2S498	Q02751	22.831	219	110	10	196	380	13	206	5.22e-04	40.4
B1L6Z7	B9JAP1	27.500	200	125	8	51	232	71	268	2.28e-09	54.7
O28088	Q6AY53	27.914	326	197	8	2	292	30	352	5.36e-33	122
Q9L091	Q2JQS1	32.993	294	164	10	254	522	27	312	2.62e-31	120
Q47XB7	B4TMR6	43.978	357	180	5	2	357	9	346	2.43e-103	306
E1V7V7	Q9A3Q9	32.706	425	272	7	33	456	27	438	4.17e-73	234
Q55CQ6	P10658	44.932	365	191	4	9	369	6	364	7.18e-118	344
B2KEC4	Q8ZN19	47.458	236	123	1	5	240	6	240	3.46e-69	210
Q4FLS6	Q5NLS8	47.368	228	118	1	3	230	6	231	2.30e-72	219
B0SBH6	Q8ZN19	34.400	250	147	4	4	253	6	238	2.02e-42	142
Q6AJM2	Q87LT4	32.000	175	117	2	3	177	5	177	7.17e-24	91.3
A8ZZH7	Q92F54	43.200	250	141	1	1	250	1	249	5.45e-74	223
O27995	B7IDE2	30.114	176	112	6	1	166	1	175	1.80e-10	58.2
Q9C7T7	Q9M0G7	36.148	971	572	16	28	963	24	981	0.0	566
P10447	P27446	44.342	433	227	9	13	435	85	513	1.38e-125	372
O76997	Q62371	39.519	291	150	5	510	782	569	851	1.07e-60	218
Q54MH0	Q16566	41.259	286	149	3	186	471	33	299	8.01e-69	231
O30245	Q87T74	26.804	97	67	3	165	257	112	208	5.40e-05	40.8
Q8MYF1	P12688	47.222	324	170	1	123	446	342	664	1.15e-106	328
A2CI35	A2VDU3	27.068	266	158	15	666	917	37	280	4.64e-15	76.6
P08018	P31938	42.812	320	135	4	358	638	66	376	4.10e-80	257
P10506	P31938	38.583	381	173	6	5	333	3	374	1.05e-86	264
A7N6S2	Q2FY80	26.744	258	126	8	180	410	359	580	1.17e-13	71.2
Q9I4F8	Q2FY80	24.473	237	156	10	227	445	348	579	3.83e-11	62.4
P27896	Q7WZY5	26.396	197	136	5	361	553	150	341	3.38e-13	68.6
B2TIE4	Q6HPT7	38.123	341	198	6	1	333	11	346	9.68e-77	237
Q0AUE7	Q6HPT7	47.309	353	183	2	1	353	1	350	8.96e-116	337
C4KZS5	Q6HPT7	46.974	347	179	1	1	342	3	349	2.83e-106	313
Q8TUX2	A6L013	40.234	256	139	3	1	246	5	256	1.24e-57	181
Q4A0M9	B7JLY5	40.079	252	143	5	2	251	3	248	3.46e-47	155
Q9PQL2	Q2II25	34.307	411	248	8	7	413	4	396	5.12e-77	242
P45597	O27190	31.579	285	158	10	449	714	413	679	3.24e-20	93.2
P23388	O27190	31.667	300	159	11	436	710	401	679	1.01e-20	94.7
P32670	O27190	26.102	295	172	9	290	563	413	682	4.30e-14	73.6
P34093	Q50KA8	54.000	150	67	1	71	218	3	152	4.87e-56	172
Q7NBV1	B8G2Q5	37.557	221	132	2	9	223	6	226	1.99e-47	154
P9WG70	Q2FSV9	33.981	206	125	3	43	248	21	215	2.18e-19	84.3
Q9HN88	Q9CHB8	28.859	298	191	8	2	281	8	302	3.52e-30	113
Q9PQV0	Q9CHB8	48.014	277	137	3	9	283	8	279	5.93e-85	256
Q8U2A9	A1U2M9	40.541	37	20	1	115	151	56	90	0.053	31.6
P29785	Q9CNV8	31.034	203	131	4	35	231	34	233	1.37e-22	91.3
A1U5G5	B5BG15	43.210	405	185	8	1	365	1	400	1.13e-96	291
P47658	A1UFA4	34.483	58	34	1	10	63	35	92	0.002	38.1
Q5ZV56	Q6AYS4	32.500	40	20	1	124	163	218	250	0.34	29.3
O34753	A0R211	37.134	307	154	9	27	299	55	356	1.08e-49	169
Q11T75	P96618	35.938	128	70	2	1	126	1	118	4.74e-18	71.6
Q1DAT6	Q8R8W3	50.000	318	155	3	11	328	6	319	1.52e-99	295
O62461	Q8R8W3	31.755	359	198	9	20	356	3	336	8.37e-41	144
P37213	O27190	25.739	812	399	29	1	770	30	679	3.42e-27	115
O34599	C6DBJ1	43.947	380	204	6	4	378	5	380	8.86e-100	299
B8J0C6	A7GFJ9	40.278	288	171	1	23	310	32	318	2.64e-75	231
Q9YEW8	Q8NW49	32.086	374	235	10	1	367	1	362	1.18e-50	172
F1QYJ6	Q91ZS8	48.000	25	12	1	57	80	606	630	4.0	26.6
Q8NET6	Q7NCU0	41.463	41	17	3	23	56	157	197	3.3	26.9
Q9GZX3	O88199	36.798	356	213	6	31	379	117	467	1.10e-69	224
Q8VPF2	Q68XE8	26.984	63	45	1	106	168	398	459	1.6	27.3
Q8VPF3	Q49Z13	26.415	106	65	3	4	109	90	182	1.9	27.3
Q59112	Q88EH0	39.286	28	17	0	51	78	881	908	0.29	30.0
Q3ACX5	A6VLD6	39.062	448	237	12	6	433	11	442	3.84e-94	288
Q6MLC6	Q1QV24	40.406	443	254	6	19	452	1	442	3.42e-121	358
Q24W37	A6VLD6	39.560	455	236	13	7	441	7	442	6.22e-100	303
Q08IS0	Q3ZZC9	34.146	41	24	1	148	185	226	266	0.15	30.4
D7A6E5	Q46WY4	23.881	67	45	2	104	169	87	148	2.5	26.6
Q9K4M4	Q2JUM6	26.667	165	113	3	18	175	221	384	0.32	29.6
Q1R084	Q4ZYK5	43.343	353	194	3	10	356	11	363	4.38e-97	290
Q0BZB0	Q31V36	45.233	451	237	5	3	447	7	453	3.26e-106	321
Q7VI68	Q31V36	39.309	463	260	7	2	450	6	461	1.71e-89	277
P22862	Q2NQH6	26.894	264	174	10	11	269	3	252	1.36e-16	74.7
A7LCJ2	D2X8K2	39.130	115	60	4	46	155	2	111	5.82e-17	69.7
P0DP54	D2X8K2	36.975	119	70	3	29	142	1	119	1.36e-18	73.9
Q9FDL4	Q8UIM4	47.238	525	251	7	9	524	2	509	8.01e-140	412
P38207	A4TIM4	30.769	52	35	1	5	55	604	655	0.11	32.3
Q6F1D5	Q8EQ44	32.662	447	252	7	1	401	1	444	2.16e-79	249
Q74H36	A2QMS4	26.042	96	55	2	28	123	155	234	1.8	28.5
Q2RY11	Q886N9	35.088	57	35	2	399	453	34	90	1.4	28.5
Q1CW50	Q1GV79	33.333	84	45	2	326	409	41	113	0.39	30.8
Q6AJF4	P53528	33.333	60	39	1	222	280	642	701	0.016	34.7
A0KXU5	P53528	25.806	62	46	0	240	301	643	704	0.20	31.2
Q5GZ75	B2JHG8	33.929	56	35	1	129	182	134	189	0.095	31.6
A6VVZ9	B5R5L1	45.174	259	131	6	1	256	1	251	2.40e-61	191
Q54CM0	Q20390	35.906	298	171	7	1	279	1	297	7.52e-52	169
Q2RP80	Q8DIF1	46.032	252	133	2	6	256	3	252	2.07e-74	224
P50195	Q53638	38.462	39	22	1	39	75	24	62	1.1	27.7
P34719	Q75FG2	28.571	63	43	1	56	116	30	92	0.76	28.1
Q58391	A8LN46	25.333	75	48	2	65	133	374	446	0.20	30.0
Q75WF2	Q2IYK4	38.462	39	22	1	292	330	224	260	0.35	30.0
Q17778	Q86U44	24.051	79	59	1	211	288	190	268	1.5	28.1
C0QIZ3	B7JIL4	36.190	105	66	1	8	111	3	107	2.37e-16	67.0
A4J9S4	P25814	37.383	107	61	3	1	104	1	104	1.11e-18	72.8
A0LWX2	A1TI29	40.708	113	66	1	1	112	1	113	1.17e-20	78.2
O13819	Q5R8X2	30.769	26	18	0	328	353	90	115	5.7	26.6
O82656	Q5I137	25.000	208	127	7	132	323	92	286	1.75e-11	61.6
Q9FLI3	Q9LNP9	41.994	331	162	6	102	412	182	502	1.39e-69	226
P46344	A0A0H3GGY3	41.783	718	388	7	12	705	4	715	0.0	580
Q02158	Q62GV8	28.947	76	47	2	73	141	108	183	0.060	33.9
Q9RGS8	A7ZKW9	37.209	43	23	2	637	675	251	293	1.5	29.3
Q9I4L1	A5GSE0	27.586	116	73	3	13	128	101	205	0.66	29.6
Q9I5I9	A5IBE7	45.455	22	12	0	162	183	47	68	0.52	30.4
O67012	P44644	38.032	681	370	12	60	694	69	743	1.56e-153	460
P74007	P44644	39.568	695	388	15	81	757	63	743	1.23e-166	496
O34098	P44644	31.972	710	426	15	60	747	69	743	1.94e-108	344
Q97VT7	Q5FUH8	43.750	32	14	1	218	245	65	96	4.2	26.2
P0A434	A8AXW1	33.333	30	20	0	291	320	124	153	2.8	26.9
Q2SHM4	Q6GDS2	25.217	115	75	4	136	243	180	290	0.33	29.6
Q88YN8	Q8Z202	24.390	246	148	9	2	222	6	238	2.42e-04	38.9
Q38V12	B8DBN0	26.374	91	63	3	112	202	98	184	0.001	36.2
Q4JBJ3	Q8K3X3	23.492	315	189	12	4	314	27	293	7.19e-06	45.1
O08342	P28623	34.550	411	213	14	5	399	2	372	2.30e-68	222
Q5AW25	Q5U2N0	25.424	118	76	3	37	150	199	308	0.49	31.2
Q9X108	O86960	25.229	218	147	8	1	206	4	217	3.40e-04	40.0
Q9FHE9	Q8XU90	25.000	88	62	3	60	143	100	187	0.41	29.6
P0DW60	A0A0E0SP71	28.916	83	55	3	233	313	31	111	0.46	30.4
P67657	C4L559	28.980	245	152	4	3	246	1	224	2.72e-32	115
Q0IIS3	G5EBI4	41.463	287	160	6	77	360	121	402	5.67e-72	227
O94544	Q9MB33	30.303	66	37	3	403	466	259	317	0.46	30.4
P45743	B0SW60	25.000	164	94	6	29	166	21	181	1.17e-05	43.1
