Query	Annotation	Similarity_Score	Status
sp|B6KAM0|AMA1_TOXGV Apical membrane antigen 1 OS=Toxoplasma gondii (strain ATCC 50861 / VEG) OX=432359 GN=AMA1 PE=1 SV=1	sp|Q6C3U1|OS9_YARLI Protein OS-9 homolog OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YOS9 PE=3 SV=1	0.986164391040802	success
sp|B6KAM0|AMA1_TOXGV Apical membrane antigen 1 OS=Toxoplasma gondii (strain ATCC 50861 / VEG) OX=432359 GN=AMA1 PE=1 SV=1	sp|P0C572|GLYCO_MOKV Glycoprotein OS=Mokola virus OX=12538 GN=G PE=1 SV=1	0.9858158826828003	success
sp|B6KAM0|AMA1_TOXGV Apical membrane antigen 1 OS=Toxoplasma gondii (strain ATCC 50861 / VEG) OX=432359 GN=AMA1 PE=1 SV=1	sp|P26562|HEMA_I76A4 Hemagglutinin OS=Influenza A virus (strain A/Duck/Alberta/35/1976 H1N1) OX=352520 GN=HA PE=1 SV=2	0.9855592250823975	success
sp|B6KAM0|AMA1_TOXGV Apical membrane antigen 1 OS=Toxoplasma gondii (strain ATCC 50861 / VEG) OX=432359 GN=AMA1 PE=1 SV=1	sp|P32514|GG_EHV1K Envelope glycoprotein G OS=Equine herpesvirus 1 (strain Kentucky A) OX=10329 GN=gG PE=3 SV=2	0.985538125038147	success
sp|B6KAM0|AMA1_TOXGV Apical membrane antigen 1 OS=Toxoplasma gondii (strain ATCC 50861 / VEG) OX=432359 GN=AMA1 PE=1 SV=1	sp|P50788|VL1_HPV22 Major capsid protein L1 OS=Human papillomavirus 22 OX=37954 GN=L1 PE=3 SV=1	0.9854243397712708	success
sp|B6KAM0|AMA1_TOXGV Apical membrane antigen 1 OS=Toxoplasma gondii (strain ATCC 50861 / VEG) OX=432359 GN=AMA1 PE=1 SV=1	sp|P28967|GG_EHV1B Envelope glycoprotein G OS=Equine herpesvirus 1 (strain Ab4p) OX=31520 GN=gG PE=1 SV=1	0.9853305816650391	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|A5CQS5|RS2_CLAM3 Small ribosomal subunit protein uS2 OS=Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382) OX=443906 GN=rpsB PE=3 SV=1	0.9922181367874146	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|B8FGE6|RS2_DESAL Small ribosomal subunit protein uS2 OS=Desulfatibacillum aliphaticivorans OX=218208 GN=rpsB PE=3 SV=1	0.989323616027832	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|A6X0J1|RS2_BRUA4 Small ribosomal subunit protein uS2 OS=Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37) OX=439375 GN=rpsB PE=3 SV=1	0.9870582818984985	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|Q47S53|RS2_THEFY Small ribosomal subunit protein uS2 OS=Thermobifida fusca (strain YX) OX=269800 GN=rpsB PE=3 SV=1	0.9866472482681274	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|B2RL62|RS2_PORG3 Small ribosomal subunit protein uS2 OS=Porphyromonas gingivalis (strain ATCC 33277 / DSM 20709 / CIP 103683 / JCM 12257 / NCTC 11834 / 2561) OX=431947 GN=rpsB PE=3 SV=1	0.9866462349891663	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|A9ISJ8|RS2_BART1 Small ribosomal subunit protein uS2 OS=Bartonella tribocorum (strain CIP 105476 / IBS 506) OX=382640 GN=rpsB PE=3 SV=2	0.9862782955169678	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|Q2W4C3|RS2_PARM1 Small ribosomal subunit protein uS2 OS=Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1) OX=342108 GN=rpsB PE=3 SV=1	0.9858323335647583	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|A0LV54|RS2_ACIC1 Small ribosomal subunit protein uS2 OS=Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B) OX=351607 GN=rpsB PE=3 SV=1	0.9838274121284485	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|B0CGV9|RS2_BRUSI Small ribosomal subunit protein uS2 OS=Brucella suis (strain ATCC 23445 / NCTC 10510) OX=470137 GN=rpsB PE=3 SV=1	0.9833430051803589	success
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|Q73VQ7|RS2_MYCPA Small ribosomal subunit protein uS2 OS=Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) OX=262316 GN=rpsB PE=3 SV=1	0.9829093217849731	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|B3R5S0|GLYA_CUPTR Serine hydroxymethyltransferase OS=Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) OX=977880 GN=glyA PE=3 SV=1	0.9976081848144531	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|Q01QZ0|GLYA_SOLUE Serine hydroxymethyltransferase OS=Solibacter usitatus (strain Ellin6076) OX=234267 GN=glyA PE=3 SV=1	0.9971486330032349	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|Q5GW07|GLYA_XANOR Serine hydroxymethyltransferase OS=Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85) OX=291331 GN=glyA PE=3 SV=1	0.9970338344573975	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|B0RVE1|GLYA_XANCB Serine hydroxymethyltransferase OS=Xanthomonas campestris pv. campestris (strain B100) OX=509169 GN=glyA PE=3 SV=1	0.9969034790992737	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|A0KNH4|GLYA_AERHH Serine hydroxymethyltransferase OS=Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049) OX=380703 GN=glyA PE=3 SV=1	0.9964941143989563	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|Q2YD58|GLYA_NITMU Serine hydroxymethyltransferase OS=Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71) OX=323848 GN=glyA PE=3 SV=1	0.9960007667541504	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|Q74CR5|GLYA_GEOSL Serine hydroxymethyltransferase OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=glyA PE=3 SV=1	0.995742678642273	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|A1VRC8|GLYA_POLNA Serine hydroxymethyltransferase OS=Polaromonas naphthalenivorans (strain CJ2) OX=365044 GN=glyA PE=3 SV=1	0.995732843875885	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|B1JRX7|GLYA_YERPY Serine hydroxymethyltransferase OS=Yersinia pseudotuberculosis serotype O:3 (strain YPIII) OX=502800 GN=glyA PE=3 SV=1	0.9957048892974854	success
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|A0L403|GLYA_MAGMM Serine hydroxymethyltransferase OS=Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1) OX=156889 GN=glyA PE=3 SV=1	0.9955242872238159	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P45430|BFR_MYCPA Bacterioferritin OS=Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) OX=262316 GN=bfr PE=1 SV=2	0.9945722818374634	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P49944|BFR_BRUME Bacterioferritin OS=Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M) OX=224914 GN=bfr PE=3 SV=1	0.9932041168212891	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P0ABD3|BFR_ECOLI Bacterioferritin OS=Escherichia coli (strain K12) OX=83333 GN=bfr PE=1 SV=1	0.9911353588104248	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|Q5R538|FRIL_PONAB Ferritin light chain OS=Pongo abelii OX=9601 GN=FTL PE=2 SV=3	0.9906749725341797	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P63699|BFRB_NEIMA Bacterioferritin B OS=Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491) OX=122587 GN=bfrB PE=3 SV=1	0.9903150796890259	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P09528|FRIH_MOUSE Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2	0.9900330305099487	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P0A9A4|FTNB_ECO57 Bacterial non-heme ferritin-like protein OS=Escherichia coli O157:H7 OX=83334 GN=ftnB PE=3 SV=1	0.9899689555168152	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|Q45538|COTJC_BACSU Protein CotJC OS=Bacillus subtilis (strain 168) OX=224308 GN=cotJC PE=3 SV=1	0.9870588779449463	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P0CB53|DPS_STRSU DNA protection during starvation protein OS=Streptococcus suis OX=1307 GN=dps PE=1 SV=1	0.9838807582855225	success
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P0A998|FTNA_ECOLI Bacterial non-heme ferritin OS=Escherichia coli (strain K12) OX=83333 GN=ftnA PE=1 SV=1	0.9830578565597534	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|B7M1Y3|FABZ_ECO8A 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli O8 (strain IAI1) OX=585034 GN=fabZ PE=3 SV=1	1.0	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|Q0TLF3|FABZ_ECOL5 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=fabZ PE=3 SV=1	1.0	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	1.0	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|B4TYE0|FABZ_SALSV 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Salmonella schwarzengrund (strain CVM19633) OX=439843 GN=fabZ PE=3 SV=1	0.9999438524246216	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|Q7M7J1|FABZ_VIBVY 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Vibrio vulnificus (strain YJ016) OX=196600 GN=fabZ PE=3 SV=1	0.9946854114532471	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|A4SQH1|FABZ_AERS4 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Aeromonas salmonicida (strain A449) OX=382245 GN=fabZ PE=3 SV=1	0.9946337938308716	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|B0KSB0|FABZ_PSEPG 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Pseudomonas putida (strain GB-1) OX=76869 GN=fabZ PE=3 SV=1	0.9937314391136169	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|A5V3H2|FABZ_RHIWR 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Rhizorhabdus wittichii (strain DSM 6014 / CCUG 31198 / JCM 15750 / NBRC 105917 / EY 4224 / RW1) OX=392499 GN=fabZ PE=3 SV=1	0.9936801195144653	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|Q0KA27|FABZ_CUPNH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) OX=381666 GN=fabZ PE=3 SV=1	0.9925699234008789	success
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|A1K6R0|FABZ_AZOSB 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Azoarcus sp. (strain BH72) OX=418699 GN=fabZ PE=3 SV=1	0.9923720359802246	success
sp|P08675|CSP_PLACL Circumsporozoite protein OS=Plasmodium cynomolgi (strain London) OX=5831 GN=CSP PE=3 SV=1	sp|Q03110|CSP_PLASI Circumsporozoite protein OS=Plasmodium simium OX=5859 GN=CSP PE=3 SV=1	0.9854485988616943	success
sp|P08675|CSP_PLACL Circumsporozoite protein OS=Plasmodium cynomolgi (strain London) OX=5831 GN=CSP PE=3 SV=1	sp|P08676|CSP_PLACM Circumsporozoite protein OS=Plasmodium cynomolgi (strain Mulligan/NIH) OX=5832 GN=CSP PE=3 SV=3	0.9739055633544922	success
sp|P08675|CSP_PLACL Circumsporozoite protein OS=Plasmodium cynomolgi (strain London) OX=5831 GN=CSP PE=3 SV=1	sp|P06914|CSP_PLAYO Circumsporozoite protein OS=Plasmodium yoelii yoelii OX=73239 GN=CSP PE=3 SV=1	0.9732255339622498	success
