ID,P09923,P05186,P05187,P10696,A0A2R8YDJ8|1,A0A2R8YDJ8|2,O60729|1,O60729|2,Q16667,P28562,Q05923,Q13115,Q16690,Q9Y6W6,O75319,Q9UNI6,Q6FI36,Q8NEJ0,Q9H596,Q4G0W2,Q9H1R2,Q9NRW4,Q8WTR2,Q9BVJ7,Q68J44,Q9UII6,Q9BV47,Q5VZP5,P51452,Q16828,Q16829,Q99956,Q9BY84,Q13202,O95278,Q93096,Q12974,O75365,A2A3K4,Q8WUK0,O60942,Q8WYL5,Q76I76,Q8TE77,Q8WUJ0,Q9Y6J8,Q13496,Q13613,Q13614,Q9NXD2,A4FU01,Q9C0I1,Q8NCE2,Q13615,Q9NYA4,O95248,Q86WG5,Q9Y217,Q9Y216,Q96EF0,Q96QG7,Q9ULE6|1,Q9ULE6|2,O75061,O14976,P60484,Q9HBL0,Q63HR2,Q68CZ2,P56180,Q6XPS3,P18031,P17706,Q05209,Q99952,Q9Y2R2,Q12923,Q4JDL3,Q15678,Q16825,Q9H3S7,P26045,P29074,P54829,P35236,Q15256,Q06124,Q53XS4,Q6IQ43,P18433|1,P18433|2,P23469|1,P23469|2,P23467,Q9HD43,Q12913,Q16827,A0A087WZU1,P08575|1,P08575|2,Q2HXI4|1,Q2HXI4|2,P10586|1,P10586|2,Q13332|1,Q13332|2,P23470|1,P23470|2,P23471|1,P23471|2,Q5TG12|1,Q5TG12|2,P28827|1,P28827|2,O14522|1,O14522|2,Q92729|1,Q92729|2,Q16849,Q92932,Q92562,Q9Y2H2,Q9NTJ5,O43426,O15056,P24666,Q9NP77,P30304,P30305,P30307,Q99502,O00167,Q99504,A0A0S2Z3Q2,Q05D32,O95476,Q9Y5B0,Q9GZU7,O14595,O15194,Q3ZCQ8,Q8WVY7,Q9BXW7,Q9H0R4,Q9H008,Q96GD0,A6NDG6,P16118,O60825,Q16875,Q16877,P07738,Q6FHU2,P15259,Q8N0Y7,Q96HS1,P57075,Q8TF42,Q9NQ88,P11117,P15309,Q9BZG2,Q9NPH0,Q9UNW1,B7WPL9,A0A087WZV0,Q8TE99,Q9NRX4,Q9H0C8,Q9P0J1,Q9P2J9,O60346,Q6ZVD8,A8MPX8,P35813,O75688,Q8N819,O15297,Q8WY54,P49593,O15355,Q9ULR3,Q5JR12,Q96MI6,Q8N3J5,Q5SGD2,Q8NI37,Q15750,P13686,Q6ZNF0,P62136,P62140,P36873,P67775,P62714,Q08209,P16298,P48454,P60510,P53041,O00743,O14829,O14830,Q8IXW5
O95278,0.11222,0.10393,0.11061,0.11302,0.1496,0.1506,0.17258,0.15993,0.1629,0.22332,0.19271,0.19849,0.16908,0.18906,0.16784,0.21274,0.22502,0.19554,0.20806,0.20677,0.16799,0.17188,0.21108,0.19689,0.16645,0.13909,0.16644,0.19302,0.2383,0.17498,0.19283,0.16345,0.19402,0.19279,1.0,0.14577,0.13269,0.14919,0.1795,0.21006,0.17101,0.18956,0.18734,0.2003,0.17817,0.17549,0.13007,0.13358,0.12583,0.11898,0.10915,0.09458,0.20291,0.13155,0.12613,0.12496,0.1217,0.11182,0.13677,0.13809,0.11748,0.13037,0.12501,0.13275,0.12666,0.1271,0.1692,0.13379,0.20297,0.12846,0.12123,0.17237,0.12967,0.12474,0.14809,0.14701,0.14021,0.13153,0.11749,0.14446,0.16054,0.14132,0.1321,0.11153,0.13491,0.13367,0.12124,0.13711,0.12547,0.1585,0.11344,0.14277,0.15003,0.13741,0.14416,0.12525,0.13772,0.11547,0.11584,0.11691,0.15385,0.14684,0.15716,0.12375,0.13867,0.14012,0.14298,0.13777,0.12322,0.15224,0.14372,0.13542,0.11771,0.12056,0.12,0.12025,0.12256,0.11238,0.13669,0.15448,0.11761,0.13817,0.11586,0.13301,0.16005,0.17574,0.16725,0.14712,0.13402,0.14495,0.13509,0.11927,0.12058,0.15564,0.19342,0.14718,0.16678,0.1613,0.15637,0.15658,0.17298,0.13261,0.12759,0.13676,0.14229,0.13013,0.14011,0.12896,0.13415,0.13921,0.13601,0.1314,0.13417,0.12757,0.14287,0.13133,0.12961,0.12285,0.11864,0.10992,0.12137,0.10734,0.10903,0.11323,0.10911,0.10995,0.12477,0.15641,0.12944,0.13685,0.11422,0.14351,0.13333,0.1124,0.13252,0.14445,0.1596,0.1242,0.12028,0.14519,0.12659,0.12297,0.11754,0.12512,0.13741,0.16279,0.15506,0.1153,0.1611,0.13088,0.12192,0.10978,0.11875,0.12471,0.11286,0.13131,0.1354,0.12953,0.12736,0.1339,0.14927,0.10887,0.13269,0.1703
Q93096,0.10033,0.10779,0.11291,0.11672,0.15656,0.23407,0.17341,0.23983,0.15319,0.18978,0.17683,0.15324,0.1571,0.19089,0.15893,0.1545,0.20287,0.1409,0.15792,0.15353,0.13114,0.18138,0.15602,0.14378,0.17724,0.16221,0.17585,0.19403,0.18467,0.16884,0.1676,0.1712,0.15935,0.18455,0.14577,1.0,0.89114,0.85076,0.13862,0.15513,0.15218,0.17456,0.17491,0.16881,0.16367,0.19713,0.11809,0.11394,0.10548,0.10836,0.1003,0.12357,0.1532,0.11824,0.12514,0.11076,0.12395,0.11153,0.11758,0.11912,0.11081,0.12567,0.12435,0.12957,0.13409,0.20068,0.1429,0.15871,0.17106,0.15042,0.13009,0.15602,0.15032,0.12658,0.13591,0.15851,0.12729,0.15458,0.13814,0.13284,0.16118,0.10795,0.12034,0.14458,0.11906,0.13168,0.1288,0.14187,0.13621,0.14153,0.12809,0.13387,0.17281,0.17435,0.14175,0.18191,0.135,0.12326,0.12686,0.1296,0.12632,0.13463,0.14563,0.12686,0.15148,0.13162,0.11446,0.1181,0.12825,0.1439,0.12437,0.15018,0.15079,0.13723,0.16768,0.11765,0.19445,0.13122,0.14092,0.16268,0.11395,0.12364,0.13025,0.12699,0.11671,0.1439,0.16437,0.19519,0.18609,0.13937,0.14725,0.1455,0.13908,0.15225,0.2014,0.16576,0.18637,0.18235,0.19401,0.1967,0.15089,0.16587,0.13069,0.12028,0.14905,0.13947,0.13506,0.13402,0.15218,0.13555,0.1319,0.13504,0.14757,0.12444,0.13373,0.13044,0.14705,0.14678,0.12136,0.13009,0.11176,0.11703,0.1153,0.11829,0.12975,0.13122,0.11148,0.16267,0.1325,0.1103,0.1273,0.15806,0.12303,0.10949,0.12444,0.13212,0.14332,0.10648,0.14939,0.13904,0.11183,0.10002,0.1162,0.12301,0.11789,0.13024,0.13004,0.12004,0.14067,0.14788,0.13495,0.14868,0.14277,0.14141,0.12335,0.13938,0.14567,0.15356,0.14325,0.12708,0.12984,0.11414,0.11326,0.20558
Q12974,0.11737,0.11681,0.1115,0.1014,0.14001,0.23482,0.16366,0.26239,0.1517,0.17461,0.19181,0.16524,0.17201,0.16619,0.14778,0.15532,0.17279,0.143,0.15185,0.16288,0.19099,0.16316,0.16477,0.17451,0.14961,0.15745,0.1631,0.17091,0.19357,0.17672,0.17718,0.17118,0.16631,0.14839,0.13269,0.89114,1.0,0.8722,0.16966,0.16517,0.16775,0.19147,0.18864,0.18717,0.15442,0.18313,0.14368,0.11453,0.13023,0.12413,0.11183,0.10292,0.1417,0.11145,0.1401,0.11847,0.12422,0.1207,0.13299,0.13116,0.11895,0.13571,0.12365,0.12656,0.13072,0.20188,0.14932,0.14405,0.16103,0.13585,0.1486,0.148,0.15986,0.14079,0.13342,0.13587,0.13112,0.1373,0.14187,0.12804,0.18306,0.11887,0.13428,0.15212,0.11867,0.13464,0.13547,0.14346,0.13912,0.121,0.13319,0.13148,0.14457,0.15489,0.12017,0.16578,0.1292,0.12368,0.12667,0.12003,0.13617,0.11946,0.1496,0.12788,0.1391,0.11992,0.12231,0.12331,0.1435,0.1336,0.12242,0.14299,0.13933,0.13651,0.14636,0.12598,0.16839,0.12129,0.13953,0.16125,0.12363,0.12734,0.12983,0.11771,0.13093,0.17513,0.14431,0.18031,0.18321,0.14381,0.15485,0.15718,0.15853,0.14319,0.18627,0.2043,0.16431,0.17775,0.16315,0.15919,0.14113,0.14848,0.1124,0.12951,0.13462,0.11576,0.12717,0.13085,0.14818,0.14792,0.13281,0.15558,0.14961,0.13121,0.13556,0.13296,0.17066,0.14101,0.1111,0.11494,0.12059,0.12225,0.11412,0.11686,0.14305,0.12196,0.11591,0.14495,0.12075,0.12409,0.10961,0.13911,0.11174,0.10423,0.12372,0.13706,0.13724,0.12546,0.11739,0.1219,0.11612,0.10601,0.12101,0.13977,0.118,0.12644,0.12192,0.12283,0.13427,0.13896,0.12345,0.11916,0.1217,0.14243,0.12301,0.14536,0.13486,0.12939,0.14682,0.12245,0.13746,0.12708,0.11748,0.22383
O75365,0.12105,0.11847,0.11536,0.10592,0.1269,0.19117,0.15219,0.21572,0.16883,0.20572,0.21449,0.16351,0.17068,0.15146,0.1292,0.15479,0.20012,0.13439,0.18531,0.17386,0.1615,0.14251,0.15492,0.16425,0.18155,0.14885,0.14617,0.15692,0.2078,0.15334,0.15922,0.15669,0.19115,0.16881,0.14919,0.85076,0.8722,1.0,0.15533,0.14653,0.15625,0.18653,0.17839,0.17332,0.1434,0.18336,0.13326,0.12764,0.12232,0.13855,0.11093,0.11181,0.14354,0.1251,0.13638,0.12161,0.11456,0.11811,0.10262,0.12292,0.10541,0.12686,0.12806,0.12688,0.15775,0.19779,0.16787,0.1662,0.15798,0.12471,0.14436,0.12682,0.13425,0.12825,0.13911,0.16483,0.1297,0.1466,0.14873,0.12664,0.17704,0.12688,0.14253,0.12452,0.12602,0.13925,0.13532,0.12876,0.12724,0.13904,0.13263,0.12094,0.15007,0.15916,0.12627,0.16206,0.12993,0.13545,0.1444,0.14517,0.13054,0.13377,0.13517,0.13928,0.15054,0.12502,0.11948,0.12938,0.12565,0.12525,0.1476,0.13713,0.13343,0.14205,0.12861,0.12879,0.15692,0.12778,0.13768,0.1468,0.11501,0.11767,0.14333,0.11667,0.14156,0.17005,0.16396,0.17218,0.14983,0.15437,0.15066,0.1466,0.13216,0.15231,0.19219,0.16501,0.17894,0.15751,0.18269,0.16729,0.16398,0.18107,0.12695,0.12874,0.14385,0.12671,0.1384,0.13981,0.18248,0.16116,0.13413,0.16886,0.14386,0.13635,0.13418,0.14119,0.14003,0.15217,0.13031,0.12617,0.12677,0.11268,0.11697,0.11684,0.12655,0.12985,0.11846,0.13472,0.13022,0.11053,0.11478,0.12616,0.12819,0.10166,0.14138,0.13616,0.1342,0.10767,0.12919,0.14641,0.10953,0.10474,0.13808,0.10991,0.13092,0.11366,0.13042,0.13759,0.13263,0.13994,0.11877,0.11832,0.11398,0.12403,0.11426,0.15247,0.16101,0.14586,0.15928,0.11405,0.13442,0.11241,0.11159,0.17271
A2A3K4,0.11058,0.11141,0.10787,0.10606,0.17193,0.24081,0.15986,0.19683,0.20412,0.18639,0.18293,0.16246,0.18412,0.16307,0.15032,0.15719,0.15971,0.16442,0.18834,0.16781,0.16956,0.19591,0.16002,0.16561,0.17609,0.1856,0.13318,0.13008,0.15937,0.18924,0.2572,0.19677,0.15233,0.1566,0.1795,0.13862,0.16966,0.15533,1.0,0.16215,0.14534,0.14732,0.14829,0.18891,0.15213,0.14096,0.10662,0.134,0.13638,0.10889,0.10344,0.11326,0.13013,0.11512,0.11705,0.10646,0.10708,0.12355,0.11398,0.11731,0.13172,0.12086,0.13226,0.1717,0.19737,0.1454,0.15843,0.13595,0.14398,0.14484,0.13928,0.13824,0.12563,0.17243,0.11593,0.13634,0.14239,0.13196,0.13883,0.13106,0.11627,0.15344,0.11926,0.17042,0.16967,0.12346,0.11725,0.12146,0.15589,0.1426,0.17323,0.11181,0.15367,0.15665,0.12018,0.12234,0.16777,0.1131,0.12828,0.12608,0.13361,0.16529,0.14292,0.16475,0.14387,0.17031,0.13606,0.14345,0.13963,0.12599,0.13188,0.13678,0.12298,0.13963,0.12037,0.13109,0.11051,0.1391,0.12868,0.12464,0.15177,0.12068,0.12524,0.1352,0.14733,0.15221,0.14158,0.15857,0.1801,0.16424,0.13456,0.12008,0.11942,0.13316,0.1526,0.15578,0.14726,0.1494,0.16386,0.14858,0.15667,0.17412,0.12009,0.13503,0.13674,0.13191,0.11888,0.12315,0.12551,0.13084,0.12688,0.12188,0.12769,0.1254,0.1285,0.15802,0.14049,0.14462,0.1349,0.12006,0.10702,0.11224,0.10855,0.11475,0.10922,0.12311,0.11233,0.14683,0.14003,0.10488,0.1161,0.13658,0.12711,0.10471,0.12042,0.13253,0.1515,0.1419,0.15046,0.13939,0.12263,0.10728,0.10949,0.12131,0.13998,0.1345,0.12104,0.12114,0.14489,0.1428,0.11671,0.13111,0.1431,0.11501,0.11977,0.13597,0.13166,0.14583,0.14054,0.12923,0.12816,0.12738,0.11708,0.15343
Q8WUK0,0.11135,0.13399,0.10617,0.11596,0.15302,0.16474,0.17837,0.14544,0.15984,0.20702,0.1676,0.17102,0.20993,0.19155,0.20524,0.2528,0.17873,0.18176,0.1986,0.28727,0.22421,0.18405,0.22612,0.24257,0.19222,0.17728,0.19295,0.23752,0.18773,0.16271,0.16063,0.15615,0.20215,0.2207,0.21006,0.15513,0.16517,0.14653,0.16215,1.0,0.22678,0.189,0.20755,0.21279,0.22599,0.29992,0.13387,0.12367,0.1241,0.11886,0.12374,0.10742,0.1549,0.10846,0.10319,0.10506,0.10014,0.12511,0.1083,0.12962,0.12334,0.13801,0.15501,0.14047,0.16582,0.15891,0.18853,0.14374,0.15787,0.14268,0.14818,0.14332,0.18381,0.11374,0.13495,0.13794,0.1171,0.11931,0.12322,0.13855,0.11981,0.11541,0.13291,0.13227,0.12956,0.11735,0.1253,0.14468,0.1331,0.12432,0.11802,0.14103,0.12959,0.11362,0.13056,0.1387,0.12709,0.12872,0.12485,0.11768,0.13233,0.15699,0.12204,0.13302,0.13609,0.14668,0.12998,0.12785,0.14209,0.15561,0.14396,0.13443,0.11881,0.10971,0.12924,0.13211,0.12742,0.13444,0.13736,0.12099,0.13184,0.11905,0.12041,0.11936,0.12173,0.20858,0.13234,0.14698,0.15276,0.18306,0.16771,0.17177,0.12839,0.14252,0.17139,0.18749,0.13737,0.15314,0.16365,0.1636,0.13918,0.15512,0.1366,0.12916,0.13889,0.16686,0.11642,0.15548,0.14047,0.16415,0.14783,0.13892,0.16467,0.13865,0.15754,0.12605,0.16158,0.11699,0.12925,0.13163,0.12499,0.12092,0.12442,0.14798,0.11519,0.12214,0.11382,0.16765,0.1517,0.13525,0.13098,0.11915,0.12179,0.11016,0.11174,0.11481,0.13712,0.12771,0.14142,0.13655,0.10804,0.12247,0.11234,0.11508,0.14492,0.11632,0.1736,0.11568,0.14673,0.14167,0.13278,0.12715,0.12891,0.12644,0.13024,0.12788,0.12291,0.12625,0.13062,0.12631,0.13877,0.10637,0.11105,0.21101
O60942,0.12575,0.09897,0.11788,0.1253,0.1589,0.17562,0.16913,0.15294,0.14102,0.13051,0.15455,0.15541,0.14941,0.13746,0.34188,0.19099,0.13948,0.13983,0.13699,0.19386,0.16729,0.1489,0.15513,0.2172,0.14688,0.14716,0.14645,0.11942,0.19994,0.12803,0.15033,0.13958,0.19198,0.16564,0.17101,0.15218,0.16775,0.15625,0.14534,0.22678,1.0,0.1559,0.16639,0.16284,0.13198,0.17694,0.11327,0.10883,0.11509,0.10668,0.12508,0.12271,0.14748,0.11317,0.11602,0.12943,0.11284,0.11348,0.11157,0.10177,0.11885,0.12644,0.11468,0.18158,0.17077,0.15395,0.12696,0.14112,0.14107,0.12473,0.13714,0.13765,0.15559,0.12657,0.13319,0.17875,0.15726,0.16612,0.12606,0.1139,0.11638,0.12206,0.13526,0.13854,0.12629,0.11965,0.13529,0.12903,0.12342,0.13349,0.12459,0.13073,0.12807,0.11151,0.12745,0.13682,0.13786,0.15813,0.14407,0.11446,0.14214,0.12089,0.17216,0.11679,0.13687,0.12946,0.15112,0.12837,0.11021,0.10896,0.121,0.14284,0.14477,0.12113,0.15854,0.12896,0.14267,0.15403,0.11577,0.12629,0.11017,0.1086,0.12339,0.12475,0.1196,0.18179,0.13805,0.1528,0.12979,0.15568,0.16642,0.11983,0.1417,0.13622,0.13678,0.17139,0.13642,0.1255,0.14303,0.12274,0.14827,0.13343,0.11814,0.12974,0.12496,0.12285,0.10891,0.14602,0.13588,0.15414,0.14572,0.14454,0.11958,0.12786,0.12973,0.1429,0.11755,0.12785,0.13736,0.13656,0.10958,0.12859,0.10753,0.12762,0.12471,0.1195,0.15591,0.13583,0.13484,0.10968,0.12461,0.12764,0.11861,0.12497,0.12033,0.13031,0.13724,0.11586,0.12747,0.12778,0.11579,0.13101,0.11006,0.11775,0.1479,0.12792,0.16898,0.13211,0.15693,0.14786,0.13454,0.11786,0.12374,0.12255,0.13344,0.14356,0.16035,0.13947,0.11766,0.13867,0.13643,0.11722,0.14057,0.15083
Q8WYL5,0.11345,0.1027,0.12814,0.13311,0.18228,0.14413,0.16165,0.16086,0.15713,0.52101,0.49591,0.47129,0.50017,0.40001,0.14906,0.22976,0.40587,0.40362,0.37802,0.48737,0.3294,0.30009,0.50525,0.1385,0.19663,0.19164,0.23956,0.24443,0.1584,0.3347,0.36514,0.3185,0.29257,0.3002,0.18956,0.17456,0.19147,0.18653,0.14732,0.189,0.1559,1.0,0.82007,0.75851,0.31577,0.2963,0.14212,0.10712,0.11447,0.11168,0.127,0.09948,0.15725,0.12283,0.12339,0.13668,0.10779,0.13628,0.12296,0.11493,0.11488,0.12162,0.13177,0.15705,0.14554,0.12854,0.14733,0.14485,0.15545,0.16358,0.17397,0.14473,0.13233,0.13041,0.11528,0.11819,0.14514,0.1421,0.14187,0.11916,0.12018,0.13449,0.15175,0.12385,0.13522,0.12344,0.15668,0.14486,0.14689,0.1219,0.11908,0.13729,0.13851,0.13892,0.13417,0.14999,0.13376,0.14706,0.11613,0.11625,0.12221,0.14311,0.13451,0.13027,0.13189,0.12611,0.12185,0.14114,0.13192,0.13613,0.13226,0.13078,0.13054,0.11273,0.12486,0.12792,0.13866,0.14075,0.14175,0.13808,0.1265,0.13473,0.12755,0.11922,0.13485,0.14419,0.18032,0.14129,0.12364,0.12767,0.15691,0.17312,0.11244,0.18916,0.15084,0.1531,0.2072,0.15146,0.15968,0.15523,0.18636,0.19022,0.11032,0.12737,0.11811,0.13546,0.13691,0.11143,0.13627,0.13013,0.12618,0.12781,0.11943,0.11836,0.14798,0.1587,0.12483,0.14502,0.14698,0.12772,0.13995,0.14416,0.11244,0.11311,0.13586,0.15192,0.11857,0.16066,0.10972,0.13547,0.1111,0.1226,0.12902,0.11557,0.14524,0.1288,0.12341,0.11025,0.13946,0.13374,0.10218,0.10533,0.11416,0.11969,0.13511,0.11958,0.13394,0.11596,0.13712,0.12565,0.12171,0.12346,0.12821,0.12361,0.12282,0.1714,0.16501,0.18916,0.1181,0.11993,0.12364,0.10772,0.10227,0.18376
Q76I76,0.10667,0.1059,0.12492,0.12034,0.17456,0.1585,0.15172,0.17521,0.15172,0.56268,0.53688,0.51819,0.51645,0.38424,0.16703,0.2379,0.40577,0.4088,0.40762,0.46759,0.34466,0.33944,0.49458,0.15507,0.15672,0.17589,0.21555,0.24796,0.15289,0.33474,0.37169,0.33149,0.2927,0.29879,0.18734,0.17491,0.18864,0.17839,0.14829,0.20755,0.16639,0.82007,1.0,0.7267,0.35342,0.25537,0.11708,0.11635,0.14184,0.10409,0.13089,0.11952,0.1889,0.11541,0.1104,0.11573,0.1004,0.10905,0.09829,0.10915,0.10118,0.12034,0.12161,0.17448,0.1509,0.15435,0.14882,0.15774,0.16076,0.14269,0.14902,0.12696,0.12853,0.15405,0.12348,0.12653,0.1481,0.11486,0.13308,0.13449,0.12266,0.13563,0.11998,0.12714,0.12946,0.12516,0.13953,0.12863,0.13668,0.13697,0.14763,0.13318,0.15205,0.14113,0.13027,0.14989,0.13671,0.13603,0.11777,0.1277,0.13016,0.13547,0.11919,0.14711,0.12951,0.13079,0.13712,0.13637,0.12991,0.11991,0.12042,0.1335,0.13703,0.14089,0.13653,0.1486,0.1325,0.13437,0.13141,0.13476,0.12964,0.133,0.11011,0.1321,0.14663,0.14877,0.16797,0.16486,0.14265,0.13326,0.11846,0.13449,0.11657,0.13646,0.14973,0.1624,0.23784,0.1655,0.16977,0.16072,0.16573,0.17357,0.11518,0.12436,0.13357,0.16739,0.11978,0.13085,0.13327,0.13255,0.12582,0.13868,0.14137,0.1384,0.15536,0.16355,0.1539,0.13792,0.15035,0.11981,0.13668,0.12002,0.10879,0.117,0.13782,0.15011,0.09873,0.15381,0.11647,0.13546,0.1092,0.12508,0.11901,0.10936,0.14323,0.1455,0.11663,0.1171,0.13901,0.13322,0.10994,0.11343,0.10295,0.11315,0.13132,0.14795,0.12877,0.10843,0.13685,0.12398,0.13736,0.14773,0.11993,0.13031,0.13095,0.13598,0.13003,0.13354,0.1408,0.13221,0.132,0.11958,0.11378,0.1661
Q8TE77,0.11496,0.10336,0.12378,0.13661,0.19133,0.13871,0.13619,0.15524,0.15682,0.50841,0.45136,0.48884,0.48968,0.33531,0.17884,0.23401,0.40923,0.44089,0.39222,0.474,0.37259,0.29773,0.49846,0.16009,0.19302,0.15496,0.25357,0.23669,0.23911,0.29003,0.32119,0.27717,0.24984,0.29797,0.2003,0.16881,0.18717,0.17332,0.18891,0.21279,0.16284,0.75851,0.7267,1.0,0.2787,0.25266,0.12644,0.11538,0.12862,0.10622,0.10804,0.11132,0.15554,0.11791,0.11422,0.11104,0.09738,0.11452,0.13698,0.13002,0.10407,0.14363,0.11343,0.14757,0.14907,0.14867,0.16727,0.14906,0.18764,0.13351,0.14404,0.11907,0.14245,0.121,0.13638,0.12717,0.17138,0.13554,0.16026,0.13256,0.13981,0.11742,0.12867,0.1212,0.12369,0.12794,0.1683,0.14701,0.13793,0.12877,0.1397,0.1331,0.15437,0.12676,0.12542,0.12719,0.12812,0.15407,0.11735,0.12407,0.12972,0.13657,0.15549,0.12505,0.12981,0.12305,0.14553,0.14725,0.11327,0.14946,0.15948,0.13171,0.14491,0.1396,0.13857,0.12324,0.12814,0.11969,0.13307,0.14008,0.13899,0.11867,0.12009,0.13956,0.12809,0.16534,0.17123,0.14352,0.12817,0.16699,0.1442,0.16885,0.12199,0.15921,0.18882,0.19096,0.13678,0.16802,0.19333,0.16292,0.14489,0.17873,0.12856,0.12229,0.12483,0.16239,0.12718,0.11514,0.14249,0.14967,0.1215,0.12876,0.15361,0.16921,0.15932,0.19052,0.13645,0.16771,0.13863,0.11166,0.17396,0.11361,0.11869,0.11239,0.15656,0.13415,0.13296,0.1541,0.12433,0.13676,0.11,0.14499,0.12384,0.13074,0.12316,0.11533,0.11355,0.1372,0.12711,0.1251,0.1301,0.09473,0.11974,0.11357,0.12378,0.13261,0.15514,0.11702,0.12037,0.13418,0.13103,0.11807,0.11347,0.15868,0.15538,0.17521,0.15822,0.16229,0.13508,0.11842,0.11765,0.12901,0.11134,0.17371
Q8WUJ0,0.1158,0.1137,0.1212,0.11872,0.18948,0.14134,0.16497,0.18097,0.13892,0.30198,0.31807,0.30458,0.32135,0.34307,0.15295,0.2604,0.30335,0.323,0.23332,0.28837,0.28005,0.35739,0.27331,0.23851,0.25664,0.20461,0.21108,0.25478,0.14998,0.26591,0.30791,0.34087,0.33866,0.31575,0.17817,0.16367,0.15442,0.1434,0.15213,0.22599,0.13198,0.31577,0.35342,0.2787,1.0,0.29137,0.12629,0.1198,0.12436,0.10451,0.1216,0.11255,0.15168,0.13713,0.1083,0.10529,0.11169,0.11168,0.10317,0.11317,0.13242,0.15489,0.11682,0.14401,0.1459,0.12564,0.14401,0.15648,0.15606,0.13841,0.13048,0.12725,0.14472,0.1339,0.13194,0.13049,0.14104,0.13468,0.14705,0.1193,0.12666,0.15061,0.14555,0.12561,0.1286,0.12781,0.14092,0.11622,0.14214,0.13504,0.13353,0.13938,0.17917,0.13868,0.12736,0.13341,0.12527,0.12226,0.10988,0.13096,0.12726,0.12225,0.13688,0.12938,0.11936,0.12458,0.12996,0.13734,0.11735,0.11795,0.116,0.12389,0.14096,0.10995,0.13089,0.11626,0.13668,0.15424,0.13369,0.1291,0.12751,0.13375,0.1435,0.14204,0.12362,0.18931,0.19268,0.16075,0.14328,0.15564,0.17429,0.14022,0.1407,0.15455,0.17013,0.20647,0.15113,0.17147,0.16021,0.13873,0.17802,0.1728,0.10865,0.12591,0.15857,0.11613,0.13025,0.13006,0.13123,0.13187,0.13731,0.13685,0.12842,0.12664,0.13246,0.1764,0.12782,0.12399,0.15023,0.13252,0.10761,0.11065,0.11288,0.11584,0.10407,0.11955,0.11792,0.14456,0.13968,0.12127,0.15096,0.11538,0.12964,0.13195,0.11197,0.15872,0.13942,0.11657,0.1165,0.13293,0.117,0.12749,0.13571,0.10881,0.12943,0.12277,0.15144,0.1089,0.11437,0.12938,0.12032,0.11984,0.12326,0.11839,0.11868,0.12755,0.12362,0.15304,0.11232,0.15703,0.17261,0.10283,0.11685,0.14233
Q9Y6J8,0.10462,0.11758,0.11124,0.11872,0.14878,0.18144,0.17954,0.21538,0.16747,0.28062,0.30797,0.24815,0.27503,0.31168,0.19982,0.23334,0.25324,0.26891,0.27113,0.26911,0.20263,0.16474,0.26149,0.21738,0.22242,0.24894,0.18182,0.19645,0.16999,0.35802,0.36924,0.36576,0.40208,0.35173,0.17549,0.19713,0.18313,0.18336,0.14096,0.29992,0.17694,0.2963,0.25537,0.25266,0.29137,1.0,0.12589,0.11097,0.13353,0.11098,0.11308,0.11957,0.14476,0.11899,0.11486,0.10703,0.09822,0.12185,0.12791,0.10455,0.11897,0.12153,0.11935,0.14722,0.12565,0.15569,0.16288,0.1292,0.17649,0.16169,0.13991,0.12988,0.15056,0.14246,0.14663,0.13945,0.14709,0.14497,0.12063,0.15127,0.1289,0.11823,0.10934,0.13068,0.12369,0.14023,0.12475,0.12739,0.16151,0.13251,0.12275,0.11604,0.13225,0.12877,0.16362,0.13123,0.14189,0.14141,0.17075,0.12492,0.12421,0.15139,0.12705,0.15874,0.13946,0.15,0.11105,0.13161,0.1146,0.12416,0.12304,0.11904,0.15509,0.10322,0.16485,0.12764,0.12267,0.13598,0.12078,0.15158,0.14153,0.12769,0.12782,0.11981,0.11497,0.17055,0.1254,0.13961,0.17808,0.1578,0.12404,0.14561,0.13183,0.1337,0.18121,0.1475,0.16645,0.18306,0.16049,0.19187,0.13575,0.15189,0.11382,0.14525,0.12887,0.10867,0.13677,0.17089,0.11645,0.15223,0.1609,0.13291,0.14069,0.11583,0.1296,0.14326,0.12992,0.14302,0.11801,0.10514,0.11509,0.11062,0.13529,0.1152,0.1479,0.10691,0.12037,0.1921,0.15875,0.11498,0.11922,0.13902,0.12667,0.10892,0.11532,0.11124,0.13839,0.12248,0.1461,0.15332,0.13292,0.12069,0.10377,0.118,0.14537,0.11798,0.13628,0.13383,0.13764,0.16219,0.12201,0.12636,0.11496,0.11338,0.11063,0.14497,0.15174,0.15,0.13486,0.12458,0.12876,0.11065,0.12888,0.16716
