ID,P09923,P05186,P05187,P10696,A0A2R8YDJ8|1,A0A2R8YDJ8|2,O60729|1,O60729|2,Q16667,P28562,Q05923,Q13115,Q16690,Q9Y6W6,O75319,Q9UNI6,Q6FI36,Q8NEJ0,Q9H596,Q4G0W2,Q9H1R2,Q9NRW4,Q8WTR2,Q9BVJ7,Q68J44,Q9UII6,Q9BV47,Q5VZP5,P51452,Q16828,Q16829,Q99956,Q9BY84,Q13202,O95278,Q93096,Q12974,O75365,A2A3K4,Q8WUK0,O60942,Q8WYL5,Q76I76,Q8TE77,Q8WUJ0,Q9Y6J8,Q13496,Q13613,Q13614,Q9NXD2,A4FU01,Q9C0I1,Q8NCE2,Q13615,Q9NYA4,O95248,Q86WG5,Q9Y217,Q9Y216,Q96EF0,Q96QG7,Q9ULE6|1,Q9ULE6|2,O75061,O14976,P60484,Q9HBL0,Q63HR2,Q68CZ2,P56180,Q6XPS3,P18031,P17706,Q05209,Q99952,Q9Y2R2,Q12923,Q4JDL3,Q15678,Q16825,Q9H3S7,P26045,P29074,P54829,P35236,Q15256,Q06124,Q53XS4,Q6IQ43,P18433|1,P18433|2,P23469|1,P23469|2,P23467,Q9HD43,Q12913,Q16827,A0A087WZU1,P08575|1,P08575|2,Q2HXI4|1,Q2HXI4|2,P10586|1,P10586|2,Q13332|1,Q13332|2,P23470|1,P23470|2,P23471|1,P23471|2,Q5TG12|1,Q5TG12|2,P28827|1,P28827|2,O14522|1,O14522|2,Q92729|1,Q92729|2,Q16849,Q92932,Q92562,Q9Y2H2,Q9NTJ5,O43426,O15056,P24666,Q9NP77,P30304,P30305,P30307,Q99502,O00167,Q99504,A0A0S2Z3Q2,Q05D32,O95476,Q9Y5B0,Q9GZU7,O14595,O15194,Q3ZCQ8,Q8WVY7,Q9BXW7,Q9H0R4,Q9H008,Q96GD0,A6NDG6,P16118,O60825,Q16875,Q16877,P07738,Q6FHU2,P15259,Q8N0Y7,Q96HS1,P57075,Q8TF42,Q9NQ88,P11117,P15309,Q9BZG2,Q9NPH0,Q9UNW1,B7WPL9,A0A087WZV0,Q8TE99,Q9NRX4,Q9H0C8,Q9P0J1,Q9P2J9,O60346,Q6ZVD8,A8MPX8,P35813,O75688,Q8N819,O15297,Q8WY54,P49593,O15355,Q9ULR3,Q5JR12,Q96MI6,Q8N3J5,Q5SGD2,Q8NI37,Q15750,P13686,Q6ZNF0,P62136,P62140,P36873,P67775,P62714,Q08209,P16298,P48454,P60510,P53041,O00743,O14829,O14830,Q8IXW5
Q13202,0.89899,0.91007,0.88387,0.88749,0.86964,0.84202,0.83096,0.85051,0.83977,0.6671,0.75295,0.67074,0.66377,0.69643,0.79438,0.70915,0.67335,0.64364,0.6165,0.70043,0.71553,0.69612,0.69474,0.80519,0.82785,0.77215,0.81128,0.83388,0.81164,0.62367,0.61504,0.5725,0.2332,0.0,0.80796,0.82141,0.852,0.82142,0.84314,0.77986,0.84297,0.69435,0.69446,0.7032,0.68496,0.64835,0.88912,0.8857,0.88534,0.89545,0.88386,0.88443,0.86192,0.89261,0.88127,0.88755,0.88593,0.89311,0.87928,0.8774,0.8787,0.86079,0.88096,0.86414,0.86343,0.86391,0.83317,0.86629,0.84641,0.868,0.87319,0.86001,0.8786,0.87703,0.83614,0.88463,0.87853,0.8723,0.88868,0.88535,0.86699,0.88124,0.85592,0.87609,0.87239,0.86468,0.88565,0.86724,0.8685,0.87097,0.86202,0.85509,0.86707,0.87426,0.88186,0.87987,0.86166,0.84213,0.84614,0.86852,0.86611,0.89033,0.85505,0.88142,0.86202,0.9017,0.88107,0.87021,0.8775,0.87875,0.8673,0.84114,0.88675,0.86722,0.86057,0.8838,0.86504,0.88318,0.85702,0.84664,0.88227,0.89225,0.88486,0.86002,0.88231,0.83722,0.86569,0.82244,0.7717,0.82402,0.8632,0.84917,0.87684,0.87305,0.84385,0.85075,0.83046,0.80314,0.82124,0.80875,0.84812,0.81363,0.89866,0.87757,0.85909,0.86919,0.87894,0.85919,0.87984,0.85999,0.8627,0.87034,0.85881,0.8537,0.85586,0.83584,0.85421,0.8722,0.84597,0.87916,0.89578,0.87891,0.88333,0.89954,0.8875,0.90341,0.89903,0.84486,0.85181,0.86128,0.87462,0.87964,0.87806,0.8966,0.87622,0.87351,0.87863,0.87766,0.8578,0.87528,0.89301,0.89668,0.87584,0.87604,0.86177,0.877,0.87878,0.83346,0.87569,0.87934,0.87053,0.86893,0.86987,0.86665,0.87459,0.82722,0.81682,0.81423,0.87537,0.87018,0.86043,0.89,0.88979,0.84296
O95278,0.88106,0.89521,0.89,0.88864,0.86218,0.85277,0.82816,0.84666,0.83286,0.78145,0.81265,0.80459,0.83444,0.81643,0.83832,0.79298,0.7837,0.80315,0.79873,0.79599,0.83002,0.83581,0.79903,0.80635,0.83728,0.86137,0.83188,0.80494,0.76441,0.82813,0.80793,0.83719,0.81102,0.80796,0.0,0.85823,0.86794,0.84985,0.8138,0.79321,0.82805,0.81092,0.81658,0.79933,0.82345,0.82433,0.86818,0.86985,0.87499,0.89161,0.89083,0.90264,0.80367,0.88003,0.88728,0.88899,0.89082,0.89934,0.87511,0.86598,0.89053,0.87654,0.8767,0.86747,0.87221,0.87195,0.82794,0.8683,0.79761,0.87703,0.88022,0.82279,0.86981,0.8841,0.85362,0.85698,0.85726,0.86839,0.87457,0.86763,0.85515,0.86237,0.86777,0.88349,0.86808,0.87093,0.88074,0.86046,0.87247,0.84026,0.88662,0.85139,0.85066,0.87229,0.87146,0.87764,0.86133,0.88353,0.88983,0.87852,0.85701,0.85522,0.85648,0.87557,0.87069,0.86201,0.86131,0.8596,0.86662,0.84678,0.86122,0.87382,0.88297,0.88235,0.88066,0.88028,0.8683,0.88077,0.85744,0.85135,0.88571,0.8775,0.88765,0.8777,0.83841,0.82879,0.83902,0.85811,0.86132,0.85197,0.87212,0.88535,0.87751,0.86127,0.81584,0.86138,0.82781,0.83509,0.84771,0.84439,0.83164,0.86863,0.88763,0.86637,0.85224,0.86948,0.8589,0.87306,0.86658,0.86834,0.86547,0.87243,0.86943,0.87161,0.87358,0.86726,0.8745,0.87916,0.87695,0.89697,0.88458,0.88713,0.89167,0.89765,0.91036,0.90928,0.88572,0.83572,0.8807,0.87857,0.88756,0.85659,0.87008,0.89404,0.86502,0.85602,0.83143,0.87308,0.88275,0.85922,0.88567,0.88851,0.89324,0.86783,0.86295,0.84729,0.84804,0.88448,0.83461,0.87556,0.89028,0.89291,0.88637,0.87859,0.87909,0.87439,0.86358,0.87417,0.88276,0.86414,0.85385,0.90417,0.89579,0.83269
Q93096,0.90148,0.90289,0.89207,0.88744,0.84972,0.77006,0.82434,0.76321,0.84586,0.8186,0.81995,0.84538,0.84789,0.81624,0.84371,0.85105,0.80456,0.85749,0.84472,0.84849,0.87692,0.82524,0.84707,0.85523,0.82174,0.83919,0.82097,0.80485,0.81531,0.83273,0.83203,0.82774,0.84337,0.82141,0.85823,0.0,0.10955,0.15153,0.85818,0.84826,0.85108,0.82855,0.8322,0.83867,0.83908,0.80319,0.87805,0.89729,0.89477,0.89654,0.90315,0.88915,0.84666,0.88236,0.88459,0.89115,0.87437,0.88987,0.89258,0.87765,0.88613,0.87334,0.88478,0.87661,0.86373,0.81163,0.85995,0.84431,0.83009,0.8501,0.87164,0.85567,0.86272,0.87416,0.87597,0.84348,0.86544,0.85799,0.86924,0.87059,0.82632,0.89212,0.87751,0.86568,0.88391,0.87013,0.87402,0.85664,0.86444,0.87931,0.87309,0.86585,0.82397,0.82324,0.86192,0.82285,0.87726,0.87717,0.87752,0.87369,0.87727,0.86646,0.85915,0.87428,0.85103,0.86563,0.88891,0.88704,0.87498,0.85004,0.87258,0.86232,0.85084,0.86409,0.83542,0.88036,0.80926,0.86655,0.87042,0.85244,0.88852,0.88625,0.8733,0.88044,0.88638,0.85156,0.83495,0.80713,0.81777,0.86384,0.85424,0.85419,0.85747,0.85662,0.80239,0.83457,0.81671,0.82236,0.81154,0.81205,0.85074,0.83317,0.86715,0.87784,0.86412,0.86435,0.86923,0.85851,0.85201,0.85624,0.86093,0.86596,0.85487,0.88052,0.87227,0.86614,0.8564,0.86109,0.87749,0.87299,0.88686,0.88372,0.88219,0.88332,0.90585,0.89787,0.89576,0.8252,0.87773,0.89266,0.87679,0.84797,0.87656,0.89905,0.88556,0.86744,0.86502,0.88689,0.85337,0.87042,0.90089,0.90507,0.87975,0.87964,0.88374,0.86442,0.86887,0.88951,0.85642,0.85878,0.86604,0.84533,0.86427,0.86895,0.87076,0.86151,0.85171,0.84395,0.84929,0.87886,0.87254,0.88843,0.90079,0.79782
Q12974,0.89694,0.89288,0.89489,0.89426,0.85318,0.76847,0.83407,0.7436,0.85102,0.82292,0.80184,0.82964,0.82624,0.84158,0.85937,0.84506,0.82771,0.8579,0.85648,0.8357,0.81531,0.84882,0.83171,0.83219,0.84308,0.84248,0.83075,0.82117,0.79935,0.82122,0.81778,0.82316,0.83847,0.852,0.86794,0.10955,0.0,0.1357,0.83094,0.8416,0.83598,0.80788,0.81166,0.81354,0.84458,0.81322,0.85804,0.88969,0.86783,0.88893,0.88791,0.90369,0.8632,0.88906,0.86854,0.89107,0.88114,0.86783,0.87315,0.86776,0.88634,0.86691,0.88381,0.87401,0.86323,0.80412,0.85472,0.86363,0.84006,0.86491,0.85236,0.86848,0.83199,0.87144,0.87426,0.8677,0.86213,0.86966,0.86443,0.87644,0.80732,0.88142,0.87048,0.85045,0.88184,0.86377,0.86838,0.86016,0.85622,0.88139,0.86045,0.86204,0.84964,0.8483,0.87913,0.84133,0.87768,0.87437,0.8797,0.87081,0.86919,0.87918,0.85068,0.87505,0.86925,0.87895,0.88242,0.87962,0.86618,0.86602,0.87587,0.86725,0.86182,0.86661,0.86174,0.87515,0.8343,0.87275,0.87015,0.85474,0.8842,0.87952,0.87141,0.87979,0.88454,0.82472,0.85514,0.82149,0.81958,0.85687,0.84862,0.8407,0.84173,0.86549,0.82138,0.79303,0.83655,0.82383,0.83763,0.84959,0.85703,0.849,0.88224,0.86992,0.86933,0.8911,0.88125,0.86493,0.85883,0.84009,0.86975,0.84209,0.85581,0.86648,0.86416,0.8715,0.84164,0.85523,0.88594,0.89011,0.87411,0.8748,0.88229,0.8931,0.90698,0.91016,0.88421,0.84886,0.88019,0.88114,0.89513,0.86407,0.88945,0.89661,0.88502,0.85764,0.86186,0.88584,0.89072,0.88486,0.89385,0.89854,0.88474,0.86887,0.87653,0.86731,0.87969,0.88627,0.86539,0.86384,0.87899,0.88138,0.87922,0.85965,0.87133,0.85838,0.86279,0.87692,0.85105,0.88473,0.86578,0.88607,0.8973,0.7725
O75365,0.89678,0.89489,0.89441,0.89914,0.87235,0.81004,0.85018,0.78915,0.83355,0.79579,0.78091,0.83138,0.82459,0.85001,0.8654,0.83937,0.79675,0.86231,0.82115,0.82754,0.83826,0.85524,0.85154,0.83203,0.83153,0.84931,0.8488,0.83919,0.79092,0.84897,0.83825,0.8409,0.81104,0.82142,0.84985,0.15153,0.1357,0.0,0.84918,0.85695,0.84658,0.81377,0.83144,0.83444,0.85321,0.81682,0.862,0.86928,0.87021,0.87529,0.88747,0.88756,0.86088,0.87926,0.86306,0.8725,0.88783,0.88179,0.89774,0.86982,0.90175,0.86752,0.87655,0.87269,0.83984,0.80474,0.8324,0.83738,0.84336,0.86621,0.864,0.87782,0.85819,0.87766,0.86147,0.84225,0.85826,0.85349,0.86154,0.88099,0.82213,0.87408,0.8618,0.88048,0.89036,0.85807,0.87436,0.87251,0.87566,0.86513,0.86594,0.87269,0.84721,0.83981,0.87098,0.84048,0.86397,0.86777,0.86388,0.85063,0.87758,0.86776,0.86881,0.86231,0.85821,0.8726,0.88138,0.86792,0.86236,0.87897,0.85612,0.87188,0.87329,0.86561,0.87861,0.87368,0.84268,0.86814,0.87294,0.85921,0.8915,0.8887,0.85967,0.88679,0.87058,0.83185,0.83741,0.83245,0.85152,0.84756,0.84909,0.85657,0.86806,0.85851,0.81747,0.83852,0.82811,0.84652,0.8177,0.84233,0.84021,0.8214,0.8777,0.87701,0.85387,0.8768,0.86354,0.85519,0.83133,0.8351,0.86295,0.83589,0.85868,0.86467,0.86836,0.85842,0.86824,0.85217,0.87438,0.87371,0.87177,0.88416,0.88488,0.89175,0.90713,0.89211,0.89158,0.86359,0.87677,0.89018,0.89688,0.87805,0.876,0.88995,0.87178,0.86157,0.86271,0.8907,0.87589,0.85525,0.90552,0.88785,0.88807,0.88818,0.87213,0.88842,0.87821,0.86765,0.86997,0.86035,0.88189,0.87673,0.88977,0.88588,0.89087,0.84551,0.83607,0.85286,0.84832,0.89086,0.8574,0.90097,0.90352,0.82768
A2A3K4,0.90132,0.88715,0.89314,0.90394,0.82969,0.76033,0.84581,0.80164,0.80041,0.81375,0.81979,0.83361,0.8164,0.83901,0.84938,0.84314,0.84225,0.8365,0.81593,0.83143,0.83156,0.81056,0.84027,0.84149,0.82463,0.81872,0.86564,0.87648,0.83921,0.81843,0.74831,0.81008,0.85623,0.84314,0.8138,0.85818,0.83094,0.84918,0.0,0.83819,0.85261,0.85521,0.8511,0.81446,0.84374,0.86094,0.88864,0.86842,0.87627,0.89575,0.90417,0.89615,0.87104,0.89511,0.88838,0.89587,0.91048,0.8858,0.88522,0.88551,0.87905,0.87005,0.85502,0.82755,0.80386,0.84769,0.85008,0.86407,0.85917,0.85256,0.86049,0.86967,0.87655,0.81551,0.88043,0.86477,0.8531,0.86766,0.87867,0.87391,0.88074,0.85168,0.86937,0.83968,0.83095,0.87634,0.88047,0.87742,0.85529,0.86126,0.82795,0.88803,0.85979,0.84786,0.88186,0.87683,0.84069,0.88727,0.8654,0.87239,0.8676,0.83981,0.85975,0.83581,0.84846,0.83665,0.86954,0.86249,0.86092,0.87302,0.87131,0.85762,0.88672,0.86016,0.88016,0.86746,0.88031,0.87257,0.87964,0.86951,0.84939,0.87892,0.87857,0.86841,0.86043,0.83804,0.85658,0.85169,0.82349,0.84068,0.86029,0.87842,0.88841,0.87175,0.84976,0.84029,0.84936,0.85565,0.84136,0.85341,0.8392,0.82566,0.89111,0.87128,0.86463,0.86837,0.87005,0.87516,0.87965,0.87468,0.87301,0.87634,0.86904,0.8773,0.87512,0.8451,0.85433,0.86586,0.86583,0.87707,0.89745,0.89212,0.89132,0.89032,0.88487,0.8835,0.89691,0.85325,0.85288,0.90195,0.88646,0.86458,0.86979,0.90656,0.87956,0.87136,0.84417,0.87664,0.85633,0.85588,0.89085,0.89532,0.88882,0.87439,0.85375,0.87195,0.87739,0.87673,0.85879,0.85595,0.88052,0.87293,0.8736,0.88423,0.87385,0.86987,0.87136,0.86254,0.85727,0.87405,0.87473,0.87757,0.90633,0.84711
Q8WUK0,0.89241,0.87826,0.88378,0.88505,0.85312,0.8328,0.81811,0.85314,0.84445,0.79143,0.83121,0.82785,0.79158,0.8143,0.79903,0.74925,0.81392,0.8161,0.80755,0.71009,0.78266,0.81737,0.7723,0.76318,0.81277,0.82204,0.81077,0.75918,0.81086,0.83349,0.84224,0.84213,0.80262,0.77986,0.79321,0.84826,0.8416,0.85695,0.83819,0.0,0.77945,0.802,0.78861,0.78328,0.77332,0.69628,0.87486,0.88338,0.88183,0.89865,0.89072,0.89322,0.84172,0.90062,0.89183,0.90366,0.89217,0.88432,0.88714,0.88242,0.87643,0.87389,0.84263,0.85528,0.84442,0.85746,0.81221,0.86054,0.84491,0.85627,0.85333,0.86151,0.83234,0.88631,0.87716,0.86922,0.88191,0.88038,0.87987,0.86694,0.88333,0.88325,0.87068,0.86276,0.86426,0.87859,0.87454,0.85409,0.86737,0.8797,0.88678,0.86521,0.87594,0.89199,0.87027,0.86771,0.88205,0.87159,0.88014,0.87996,0.87498,0.85736,0.89045,0.87463,0.86577,0.8628,0.87856,0.86956,0.85334,0.85339,0.86136,0.8706,0.88463,0.88559,0.87393,0.87273,0.88521,0.86562,0.86362,0.87605,0.87773,0.88818,0.88458,0.87556,0.86989,0.78984,0.86302,0.85243,0.85189,0.81945,0.83126,0.83575,0.8721,0.85642,0.82677,0.81588,0.86171,0.85284,0.84151,0.84156,0.86804,0.83968,0.86779,0.86627,0.87099,0.84821,0.87175,0.84133,0.86087,0.83822,0.84705,0.86649,0.84916,0.86409,0.84102,0.86794,0.84033,0.89097,0.86784,0.87636,0.86356,0.86068,0.87276,0.84852,0.90096,0.90155,0.8941,0.83967,0.85702,0.87633,0.88072,0.87182,0.87625,0.89463,0.88401,0.89459,0.85964,0.884,0.85381,0.85953,0.90157,0.88327,0.89697,0.89631,0.85303,0.88494,0.82731,0.88445,0.85118,0.85174,0.86067,0.86922,0.88141,0.87677,0.87881,0.86756,0.87615,0.86474,0.87659,0.86704,0.8722,0.89676,0.89541,0.78988
O60942,0.87656,0.90126,0.8759,0.87286,0.84031,0.82097,0.83045,0.8447,0.85801,0.87458,0.84256,0.84175,0.85068,0.86169,0.66248,0.80904,0.85974,0.85929,0.85825,0.81026,0.83459,0.85069,0.84401,0.77669,0.85805,0.8576,0.85542,0.87473,0.80091,0.87005,0.84991,0.85596,0.81414,0.84297,0.82805,0.85108,0.83598,0.84658,0.85261,0.77945,0.0,0.84247,0.83704,0.83891,0.86893,0.82418,0.89712,0.90371,0.89517,0.89802,0.88461,0.90204,0.8486,0.89875,0.8864,0.90165,0.89382,0.88366,0.88754,0.89923,0.86432,0.88218,0.87475,0.81676,0.83334,0.84543,0.8732,0.86538,0.85684,0.88218,0.87055,0.85613,0.84844,0.87482,0.87851,0.82417,0.85407,0.83041,0.88306,0.88828,0.88062,0.88083,0.86386,0.86129,0.8732,0.87565,0.86885,0.8701,0.87057,0.87174,0.88035,0.8737,0.87249,0.87851,0.87631,0.8839,0.86834,0.85088,0.85846,0.88537,0.86697,0.88284,0.83564,0.88029,0.87112,0.87588,0.8573,0.86598,0.88832,0.88812,0.88137,0.86856,0.86149,0.87303,0.84374,0.87456,0.86569,0.84478,0.88187,0.86682,0.89232,0.88688,0.86928,0.88411,0.89535,0.816,0.86549,0.84754,0.87377,0.84999,0.842,0.87594,0.86463,0.86851,0.86286,0.83336,0.86376,0.87491,0.86809,0.87137,0.85607,0.8661,0.88787,0.87073,0.87331,0.8783,0.89558,0.85599,0.86339,0.85274,0.84795,0.86806,0.87719,0.87794,0.864,0.85613,0.88639,0.8665,0.86489,0.86729,0.88667,0.88124,0.8988,0.88627,0.90352,0.89327,0.85114,0.86468,0.87307,0.89904,0.87203,0.87387,0.8846,0.89802,0.87563,0.88041,0.87122,0.88866,0.87454,0.8784,0.88754,0.89752,0.89538,0.88433,0.85502,0.87208,0.84055,0.86412,0.83403,0.85108,0.87565,0.88516,0.88936,0.87807,0.8731,0.85567,0.84051,0.86166,0.89726,0.86995,0.86697,0.88097,0.88467,0.84708
Q8WYL5,0.89154,0.90515,0.87642,0.87217,0.82035,0.85611,0.8353,0.84357,0.8443,0.47957,0.5101,0.53403,0.50056,0.60408,0.85576,0.77078,0.59204,0.60148,0.62417,0.51565,0.66945,0.69991,0.50259,0.86097,0.80186,0.81249,0.75811,0.74128,0.84127,0.66557,0.63726,0.68398,0.71323,0.69435,0.81092,0.82855,0.80788,0.81377,0.85521,0.802,0.84247,0.0,0.17073,0.24862,0.68513,0.70812,0.85724,0.89723,0.88544,0.89786,0.87351,0.90215,0.84139,0.89095,0.8772,0.89561,0.89875,0.87241,0.88218,0.88048,0.89506,0.87835,0.8672,0.83298,0.85429,0.87479,0.85195,0.85814,0.8447,0.83116,0.81638,0.85384,0.8621,0.86461,0.88929,0.87815,0.84838,0.85806,0.85608,0.88554,0.87713,0.87294,0.84652,0.87497,0.86752,0.881,0.85593,0.85501,0.85534,0.87427,0.89021,0.86983,0.86771,0.85841,0.86855,0.85182,0.86589,0.85309,0.87951,0.88378,0.87187,0.85824,0.86309,0.86813,0.86997,0.87201,0.87705,0.87291,0.86696,0.85466,0.86869,0.88429,0.87457,0.88735,0.86943,0.87301,0.85772,0.86249,0.85948,0.86377,0.87385,0.85897,0.8761,0.88479,0.86723,0.85647,0.82468,0.85982,0.88017,0.87067,0.84976,0.82924,0.88536,0.82162,0.85408,0.8513,0.80064,0.84898,0.84542,0.85413,0.81256,0.81481,0.90482,0.87161,0.88358,0.86776,0.85472,0.88457,0.85991,0.8695,0.86522,0.87677,0.87821,0.88222,0.85887,0.83512,0.87191,0.85543,0.8583,0.86701,0.87164,0.86149,0.88522,0.8855,0.90448,0.88108,0.89137,0.84691,0.88636,0.87005,0.8978,0.87971,0.87332,0.89935,0.85664,0.8629,0.87078,0.8859,0.8664,0.87207,0.90129,0.8994,0.88256,0.87659,0.86437,0.88086,0.86951,0.87306,0.86573,0.87533,0.87095,0.87158,0.88239,0.88085,0.87212,0.81638,0.82382,0.80481,0.88697,0.87246,0.87787,0.88058,0.90559,0.81789
Q76I76,0.89396,0.90381,0.87905,0.87579,0.82731,0.8427,0.85291,0.83062,0.85595,0.4373,0.46459,0.48606,0.48674,0.61189,0.8349,0.75981,0.58583,0.58859,0.59533,0.53426,0.65558,0.66072,0.51119,0.84105,0.84229,0.82374,0.78139,0.74837,0.84613,0.6601,0.62865,0.66483,0.70725,0.69446,0.81658,0.8322,0.81166,0.83144,0.8511,0.78861,0.83704,0.17073,0.0,0.27684,0.6489,0.74134,0.88403,0.88937,0.86474,0.9109,0.88038,0.90373,0.81251,0.89068,0.88741,0.8932,0.9058,0.88736,0.9015,0.89419,0.90143,0.88273,0.8599,0.8152,0.84996,0.8465,0.85372,0.83996,0.83636,0.86352,0.84488,0.87335,0.86831,0.85324,0.87688,0.87622,0.85798,0.87762,0.8671,0.87147,0.88325,0.86412,0.88186,0.86419,0.86782,0.87449,0.8623,0.86607,0.86619,0.87166,0.85887,0.8678,0.86171,0.84833,0.86362,0.85609,0.86075,0.85522,0.89044,0.87192,0.86501,0.86906,0.87857,0.85879,0.8656,0.87068,0.86609,0.8591,0.87834,0.88073,0.88829,0.87936,0.87033,0.8597,0.87165,0.85655,0.88,0.87237,0.86864,0.8635,0.88992,0.87634,0.88469,0.87821,0.86438,0.84803,0.8357,0.83301,0.85793,0.86885,0.87506,0.85994,0.88664,0.86366,0.85207,0.83765,0.76998,0.83889,0.83993,0.84065,0.83483,0.82801,0.90372,0.87935,0.86996,0.84067,0.8777,0.87387,0.85698,0.87276,0.87531,0.86427,0.86098,0.86834,0.85244,0.83876,0.85706,0.86204,0.86127,0.87454,0.86945,0.88178,0.89131,0.88233,0.90699,0.88492,0.90465,0.84364,0.87831,0.87319,0.89158,0.87919,0.88944,0.89156,0.86132,0.85613,0.88356,0.87774,0.86393,0.8744,0.9008,0.89229,0.88196,0.89109,0.86576,0.86115,0.87097,0.89386,0.8641,0.8763,0.86821,0.86439,0.88443,0.8685,0.87655,0.86169,0.86619,0.86093,0.8679,0.87039,0.8665,0.87709,0.90723,0.83271
Q8TE77,0.88494,0.9038,0.88893,0.87816,0.80174,0.85623,0.86041,0.84233,0.85035,0.49223,0.54725,0.51428,0.51311,0.66245,0.82917,0.76215,0.58493,0.55895,0.61317,0.52569,0.62487,0.69933,0.50794,0.83819,0.8092,0.83787,0.7469,0.75778,0.76329,0.7091,0.68402,0.72342,0.75556,0.7032,0.79933,0.83867,0.81354,0.83444,0.81446,0.78328,0.83891,0.24862,0.27684,0.0,0.71931,0.74669,0.87651,0.88068,0.87268,0.89949,0.89198,0.89259,0.84845,0.88513,0.89324,0.89959,0.90273,0.89752,0.86968,0.87564,0.89834,0.86898,0.86749,0.84611,0.84754,0.85516,0.82792,0.8541,0.81398,0.8673,0.8608,0.88231,0.86062,0.87813,0.87624,0.86707,0.83291,0.86047,0.84602,0.85875,0.85465,0.88378,0.86901,0.87588,0.87742,0.88432,0.84088,0.8664,0.87088,0.88644,0.86302,0.87426,0.85491,0.87991,0.87672,0.87914,0.87448,0.84143,0.88473,0.88665,0.8671,0.86082,0.84972,0.8701,0.86961,0.87932,0.85891,0.86331,0.88679,0.84374,0.85005,0.86961,0.85384,0.87287,0.86037,0.86568,0.87346,0.88414,0.8653,0.86465,0.8742,0.87899,0.87873,0.8496,0.88371,0.83682,0.84204,0.85735,0.86771,0.83627,0.85863,0.829,0.8734,0.83905,0.82097,0.80882,0.87001,0.83156,0.81153,0.84116,0.86059,0.82414,0.8937,0.87455,0.87649,0.84442,0.8734,0.87747,0.85826,0.8507,0.87966,0.87251,0.85644,0.83922,0.84996,0.80997,0.87559,0.83091,0.86421,0.87955,0.8401,0.89313,0.88317,0.87714,0.89401,0.88265,0.87577,0.84488,0.87102,0.87853,0.89706,0.85909,0.87892,0.90728,0.87767,0.88483,0.89177,0.85796,0.87522,0.88122,0.89697,0.90703,0.886,0.88888,0.87426,0.86829,0.84977,0.89389,0.88355,0.86845,0.88195,0.88241,0.88158,0.84931,0.85024,0.82643,0.84701,0.83316,0.86868,0.87504,0.88079,0.88338,0.90314,0.82024
Q8WUJ0,0.89184,0.88462,0.89616,0.88979,0.82182,0.86263,0.83083,0.8247,0.86451,0.69469,0.68365,0.70113,0.67391,0.66011,0.84834,0.74143,0.69958,0.68334,0.76824,0.71686,0.72753,0.64846,0.73329,0.761,0.7462,0.79389,0.79126,0.7434,0.85148,0.73404,0.6971,0.66286,0.66881,0.68496,0.82345,0.83908,0.84458,0.85321,0.84374,0.77332,0.86893,0.68513,0.6489,0.71931,0.0,0.70926,0.86853,0.87995,0.88222,0.9003,0.87946,0.8833,0.84769,0.87074,0.89969,0.90031,0.90025,0.88905,0.89251,0.88564,0.86641,0.85356,0.87444,0.85317,0.85401,0.87298,0.8593,0.84368,0.84529,0.86674,0.86954,0.87869,0.851,0.8603,0.87668,0.87696,0.85446,0.86241,0.85465,0.87369,0.88146,0.86171,0.86085,0.86927,0.87606,0.87292,0.86145,0.87898,0.86138,0.87062,0.86716,0.86114,0.8324,0.85677,0.86154,0.87688,0.8785,0.87613,0.89287,0.88226,0.88151,0.87982,0.87078,0.88033,0.88098,0.87945,0.8806,0.86758,0.88453,0.8707,0.89163,0.88184,0.86455,0.89301,0.87161,0.88652,0.86569,0.83146,0.87235,0.88277,0.86559,0.87909,0.84991,0.86673,0.87658,0.81183,0.80764,0.8459,0.85347,0.84501,0.82979,0.85896,0.85589,0.85039,0.83317,0.79686,0.85734,0.82721,0.84455,0.86004,0.82845,0.82736,0.89654,0.87913,0.84941,0.88973,0.8729,0.87577,0.87177,0.86519,0.86064,0.85871,0.87249,0.8808,0.8652,0.81018,0.87188,0.87342,0.86231,0.86227,0.89256,0.88047,0.88649,0.87657,0.90745,0.89291,0.8973,0.85935,0.87273,0.8865,0.86315,0.87897,0.86644,0.85902,0.89094,0.84958,0.86278,0.88656,0.87975,0.87086,0.90709,0.8927,0.86468,0.88976,0.8719,0.87243,0.84619,0.88447,0.88066,0.86267,0.88868,0.88734,0.88511,0.88464,0.87826,0.86778,0.86736,0.84476,0.88993,0.85534,0.83954,0.89449,0.88775,0.85359
