ID,A0A0H3KB22,A0A0R0FIC1,A0A0R0GAG6,A0A0R4J536,A0A0Z8EWX1,A0A1B8PDY4,A0A1D6F795,A0A1D6KKP7,A0A1D6L6E5,A0A1D8PS33,A0A1F2VBE7,A0A1F2WQF4,A0A1I3QG02,A0A1I5E523,A0A2V9HK14,A0A3D4P501,A0A3N0ANJ2,A0A661U9F1,A3DDW1,A4HSJ7,A4HWP3,A4HWS3,A4HY57,A4I0J4,A4IGH2,A4J6G2,A7RNF3,B4FFP5,B4FJY4,B5DF48,B6TM42,B8A031,B9M511,C0PGU3,C0PN26,C6FX51,C6KT59,D3ZVG1,D4ACM1,E4N8S5,EIC300131,F4IVY6,H2JHX2,HED132381,I1JHY9,I1JXG4,I1JXG5,I1KTQ5,I1KXG4,I1LFP7,I1LIK7,I1LNN6,K7K4A9,K7LNH5,L4IZD0,MBB2876758-1,MBI19861291,MBL84112071,MBL84891351,MBM41893231,MBN8969022-1,MBO69482481,MBS03225261,MBS03678631,MBU07513571,MCA0419989-1,NOQ145911,NWG304921,O13642,O14023,O24770,O31423,O43766,O59761,O59778,O70600,OQW784741,P0A9N4,P0A9N8,P0AEI1,P0AEI4,P12996,P30140,P30745,P32131,P32451,P32875,P36979,P52062,P54967,P60716,P64554,P69848,P9WJS3,P9WPQ7,Q02908,Q08960,Q08C92,Q09316,Q0E297,Q0JD33,Q0JKY3,Q0TTH1,Q10QB5,Q1ZXC6,Q20624,Q21452,Q23651,Q2FV03,Q2FVJ7,Q2FXH0,Q2FXY9,Q2FXZ6,Q2FZ02,Q2FZ66,Q2FZX4,Q2G1D7,Q2G1X7,Q2MFI7,Q2QQ49,Q2QU90,Q2R1U4,Q39055,Q3ABV3,Q46CH7,Q46E78,Q4CUJ9,Q4CXG8,Q4DC43,Q4DKU2,Q4DPP3,Q4DT80,Q4DXJ3,Q4DYL7,Q4E0Z1,Q54J76,Q54KV4,Q54NM6,Q54VE8,Q56184,Q5IW0,Q5JM88,Q5RH95,Q5RIC0,Q5RKZ7,Q5SUV1,Q5VV42,Q5XIH4,Q5ZAQ2,Q69U93,Q6L534,Q6NUM6,Q6PG34,Q6PHG4,Q70KE5,Q7JQW6,Q7K4W1,Q7X7L3,Q7XRF1,Q841K7,Q84JV6,Q8BJM7,Q8BTW8,Q8CBB9,Q8G907,Q8H0V1,Q8H8N3,Q8I3L6,Q8I5E0,Q8IDQ0,Q8IM25,Q8IQF1,Q8LEE8,Q8MXQ7,Q8RXN5,Q8WXG1,Q91WE6,Q93XX3,Q93ZR1
I1JXG4,0.11948,0.14451,0.15627,0.13054,0.1693,0.12655,0.13672,0.14336,0.14739,0.12384,0.13918,0.12303,0.14727,0.10927,0.1394,0.1208,0.12808,0.14433,0.1703,0.1739,0.10983,0.12845,0.15761,0.12112,0.3935,0.14822,0.1454,0.14394,0.11805,0.15586,0.13668,0.15253,0.15694,0.12084,0.12502,0.11906,0.13536,0.12017,0.12015,0.1233,0.13577,0.13478,0.13535,0.14267,0.11916,1.0,0.1231,0.13491,0.13626,0.14408,0.13221,0.13962,0.10674,0.1202,0.32398,0.27919,0.12383,0.14573,0.14476,0.13806,0.34661,0.13241,0.12961,0.15049,0.13274,0.29056,0.15132,0.12476,0.15199,0.13928,0.12485,0.12176,0.15064,0.12807,0.12322,0.14984,0.12193,0.13931,0.16022,0.13399,0.12381,0.11693,0.12518,0.12789,0.318,0.11512,0.13176,0.12464,0.34668,0.14327,0.12194,0.11856,0.12521,0.14157,0.12232,0.12985,0.13309,0.12442,0.12518,0.11699,0.12817,0.1265,0.12157,0.14093,0.1199,0.13707,0.12523,0.12743,0.1685,0.12567,0.17693,0.22941,0.13929,0.13064,0.12664,0.12993,0.14539,0.15282,0.14822,0.11913,0.35457,0.12159,0.12993,0.11451,0.14289,0.12987,0.14999,0.17811,0.12515,0.1105,0.14997,0.12414,0.1408,0.13263,0.11552,0.1486,0.12006,0.14569,0.18263,0.12074,0.10885,0.13577,0.14967,0.11592,0.12933,0.39248,0.12961,0.14987,0.12782,0.12712,0.13285,0.14087,0.132,0.15187,0.11987,0.15016,0.13762,0.13274,0.14554,0.13592,0.12135,0.14962,0.13384,0.15856,0.1406,0.12016,0.15043,0.15646,0.13766,0.12517,0.13054,0.11798,0.13379,0.16298,0.13869,0.12515,0.13863,0.13017,0.10889
I1JXG5,0.13413,0.12092,0.12612,0.14836,0.12241,0.12373,0.11365,0.12616,0.12315,0.11018,0.14923,0.11731,0.11916,0.11987,0.16962,0.12509,0.1418,0.14386,0.13047,0.11468,0.11954,0.23748,0.10927,0.20351,0.16247,0.12556,0.11441,0.11286,0.9645,0.14951,0.13213,0.12765,0.1177,0.96084,0.11764,0.11656,0.10976,0.14503,0.84438,0.14877,0.12434,0.13383,0.13036,0.12876,0.12302,0.1231,1.0,0.1337,0.13303,0.12794,0.11837,0.14268,0.1294,0.13789,0.12193,0.1109,0.11158,0.11713,0.12588,0.12973,0.13203,0.1212,0.11144,0.11762,0.13006,0.11458,0.11829,0.12929,0.13339,0.81698,0.10765,0.19027,0.12483,0.13996,0.14323,0.13288,0.12542,0.10588,0.14488,0.10737,0.14113,0.13444,0.12374,0.13155,0.12738,0.13471,0.12302,0.14038,0.13674,0.13616,0.15036,0.13853,0.10591,0.10876,0.11796,0.7679,0.12744,0.15859,0.1512,0.13577,0.12077,0.13209,0.12421,0.11479,0.8435,0.10537,0.13407,0.84884,0.12952,0.15496,0.18027,0.12492,0.13319,0.12727,0.13606,0.11491,0.13855,0.13004,0.13333,0.11603,0.13585,0.1618,0.12717,0.10736,0.13291,0.13717,0.24527,0.13404,0.12172,0.21201,0.23474,0.11981,0.11208,0.1252,0.13878,0.12548,0.12785,0.12751,0.14967,0.12081,0.13278,0.14162,0.12415,0.83747,0.13177,0.13294,0.10393,0.14468,0.12458,0.12467,0.13058,0.13308,0.1103,0.13669,0.11907,0.13191,0.10755,0.94571,0.13306,0.12077,0.13331,0.1459,0.13762,0.13528,0.11377,0.17522,0.13164,0.1281,0.2846,0.11168,0.14949,0.11789,0.12673,0.1326,0.13248,0.13269,0.11689,0.13254,0.94686
I1KTQ5,0.15694,0.15773,0.14918,0.17493,0.18536,0.18667,0.1553,0.12512,0.1296,0.10524,0.14967,0.14685,0.14738,0.17695,0.16895,0.18339,0.12236,0.13021,0.14992,0.12601,0.12556,0.13383,0.14049,0.10927,0.13643,0.15952,0.12478,0.12457,0.12184,0.12523,0.11627,0.15365,0.18542,0.12186,0.14533,0.12981,0.14265,0.74317,0.12743,0.14331,0.15696,0.14977,0.18924,0.21301,0.13632,0.13491,0.1337,1.0,0.18156,0.12114,0.11576,0.14807,0.12804,0.14935,0.17248,0.16383,0.1554,0.18609,0.19531,0.19549,0.16407,0.17164,0.18198,0.21873,0.15417,0.15605,0.17745,0.18835,0.12695,0.12554,0.11003,0.15277,0.14881,0.13775,0.11814,0.14394,0.18331,0.12905,0.13342,0.13154,0.14126,0.12501,0.11874,0.46315,0.13379,0.12217,0.13806,0.13523,0.17271,0.12763,0.13112,0.13609,0.44118,0.31567,0.1508,0.12878,0.13901,0.1234,0.14113,0.84908,0.12378,0.16189,0.13107,0.12363,0.12945,0.46102,0.12929,0.12697,0.14032,0.10896,0.14069,0.1332,0.16518,0.12625,0.15154,0.16029,0.1284,0.13742,0.13255,0.87271,0.13561,0.13139,0.8905,0.11241,0.1711,0.11919,0.10934,0.1229,0.13937,0.1138,0.11238,0.16133,0.12929,0.15594,0.13782,0.12062,0.13937,0.6933,0.09861,0.13092,0.15046,0.15359,0.13249,0.12239,0.7441,0.12074,0.13765,0.1484,0.1318,0.1091,0.13509,0.1543,0.12523,0.14282,0.12046,0.13306,0.12698,0.12786,0.17065,0.19777,0.13085,0.12957,0.13454,0.13552,0.13397,0.11881,0.13717,0.16421,0.12691,0.13013,0.14052,0.49279,0.12482,0.16056,0.13379,0.12638,0.1548,0.15275,0.13784
I1KXG4,0.15103,0.13539,0.12779,0.12667,0.18974,0.15616,0.11378,0.11764,0.13108,0.15935,0.14336,0.11833,0.13649,0.12319,0.12378,0.11762,0.1398,0.13594,0.17605,0.13302,0.10992,0.1104,0.14287,0.1072,0.12773,0.1609,0.12521,0.14848,0.13345,0.1201,0.11884,0.15978,0.12182,0.12847,0.12784,0.11165,0.15159,0.1498,0.11358,0.14483,0.13769,0.20315,0.10553,0.14501,0.18008,0.13626,0.13303,0.18156,1.0,0.19565,0.1265,0.15546,0.12557,0.10901,0.16624,0.14421,0.144,0.13214,0.11442,0.13114,0.14091,0.13176,0.12197,0.12659,0.14015,0.17117,0.14058,0.13311,0.1725,0.11485,0.11279,0.13951,0.14315,0.11652,0.11667,0.13752,0.12611,0.12326,0.12816,0.19839,0.14842,0.11015,0.12375,0.14228,0.14046,0.14997,0.14422,0.23157,0.16092,0.14324,0.15973,0.14612,0.1205,0.13219,0.12914,0.12362,0.14007,0.14114,0.12124,0.15858,0.1598,0.80766,0.15338,0.2246,0.13036,0.13762,0.14398,0.11918,0.12483,0.12489,0.11832,0.15358,0.11765,0.15297,0.33892,0.14008,0.12327,0.13548,0.1467,0.14957,0.15046,0.12313,0.15362,0.11543,0.12493,0.12865,0.13803,0.11724,0.15199,0.10726,0.14071,0.14719,0.1322,0.15388,0.12845,0.36906,0.12753,0.17611,0.1239,0.12478,0.12326,0.17333,0.13479,0.10701,0.16663,0.15538,0.11416,0.15225,0.11153,0.11923,0.12321,0.12376,0.13023,0.13619,0.13951,0.1306,0.12399,0.13883,0.14091,0.14804,0.21698,0.11516,0.11854,0.12832,0.12905,0.11263,0.13113,0.12799,0.15602,0.14771,0.15975,0.11651,0.11245,0.16857,0.13023,0.14008,0.12374,0.82673,0.14129
I1LFP7,0.15732,0.12465,0.12733,0.15048,0.14708,0.1363,0.19125,0.173,0.14292,0.15473,0.1281,0.13595,0.19975,0.19739,0.15708,0.14286,0.14878,0.14202,0.14107,0.13192,0.12687,0.12347,0.15587,0.15575,0.17035,0.15956,0.12566,0.14541,0.13598,0.13922,0.16807,0.14167,0.14876,0.13242,0.17752,0.1181,0.12849,0.14375,0.13092,0.1921,0.15229,0.24618,0.16303,0.15202,0.23514,0.14408,0.12794,0.12114,0.19565,1.0,0.16481,0.15706,0.14766,0.14023,0.13764,0.13246,0.1455,0.16032,0.15499,0.14613,0.14643,0.20096,0.16103,0.16442,0.17775,0.1209,0.17053,0.17422,0.13055,0.13172,0.1191,0.13547,0.14538,0.11858,0.12833,0.12999,0.16144,0.134,0.14201,0.12552,0.12473,0.16242,0.11613,0.13145,0.14033,0.1335,0.13423,0.16437,0.15225,0.16019,0.11984,0.16324,0.13903,0.18092,0.12613,0.11819,0.11852,0.12821,0.11659,0.13329,0.14448,0.22064,0.1359,0.77274,0.13178,0.12671,0.14014,0.1559,0.14003,0.16233,0.13034,0.12265,0.17057,0.12411,0.23407,0.11445,0.12693,0.13602,0.15001,0.12719,0.13318,0.16299,0.13555,0.13671,0.1517,0.13318,0.11601,0.13539,0.1419,0.14355,0.1226,0.14659,0.11842,0.15458,0.11966,0.32653,0.13822,0.12296,0.12759,0.13751,0.1379,0.23023,0.14274,0.12855,0.12359,0.14163,0.12786,0.17332,0.15806,0.17315,0.15432,0.12668,0.12785,0.15627,0.12584,0.14139,0.11211,0.13,0.13043,0.13707,0.82535,0.12366,0.13116,0.13317,0.16407,0.12154,0.12263,0.13059,0.12948,0.11833,0.28704,0.14764,0.14993,0.11595,0.12974,0.11612,0.11773,0.19861,0.14199
I1LIK7,0.11877,0.12015,0.11548,0.12896,0.13479,0.13189,0.11749,0.90761,0.11699,0.40377,0.15401,0.16134,0.13303,0.12228,0.1271,0.12585,0.14165,0.10999,0.13246,0.11851,0.11416,0.13669,0.15175,0.18451,0.1596,0.12398,0.13377,0.14305,0.1181,0.11936,0.89441,0.12259,0.13418,0.12252,0.13073,0.11416,0.1399,0.11375,0.13453,0.11259,0.11204,0.11127,0.13272,0.13356,0.12756,0.13221,0.11837,0.11576,0.1265,0.16481,1.0,0.1226,0.128,0.12264,0.10513,0.1203,0.11733,0.13407,0.12788,0.13345,0.12248,0.12793,0.12782,0.13298,0.12951,0.12178,0.12777,0.12357,0.12891,0.1398,0.10601,0.11924,0.12873,0.1405,0.55959,0.11268,0.11667,0.11699,0.15327,0.14318,0.14558,0.43785,0.12507,0.11706,0.14174,0.49585,0.1238,0.13329,0.14137,0.72854,0.11029,0.11836,0.16389,0.12138,0.21889,0.12316,0.11019,0.1586,0.14525,0.13755,0.13628,0.11914,0.13399,0.14025,0.13975,0.12626,0.13285,0.12375,0.13254,0.27259,0.10826,0.12493,0.11918,0.11213,0.12689,0.12305,0.14444,0.11849,0.12499,0.12828,0.13199,0.14335,0.12598,0.11495,0.12971,0.12934,0.12991,0.12619,0.12001,0.13754,0.13239,0.15332,0.13582,0.1406,0.12638,0.1156,0.11011,0.14084,0.12415,0.12442,0.10916,0.10619,0.11908,0.13692,0.12043,0.17506,0.12035,0.1188,0.14044,0.92201,0.12646,0.11796,0.11499,0.12282,0.12145,0.11188,0.12092,0.11224,0.13095,0.12186,0.17588,0.12819,0.1142,0.11108,0.12471,0.13123,0.11384,0.12168,0.1304,0.13991,0.13419,0.1187,0.11523,0.1193,0.12083,0.11702,0.11918,0.12112,0.11378
I1LNN6,0.12028,0.13596,0.13085,0.17685,0.13573,0.12126,0.1942,0.13906,0.12246,0.1387,0.14391,0.12469,0.14085,0.13593,0.11932,0.12916,0.12999,0.12125,0.14765,0.13852,0.13097,0.1226,0.1412,0.126,0.13855,0.19508,0.15856,0.84893,0.13951,0.13199,0.13647,0.20711,0.12319,0.13971,0.14178,0.13522,0.4699,0.135,0.12867,0.1637,0.13077,0.14055,0.14076,0.12711,0.14916,0.13962,0.14268,0.14807,0.15546,0.15706,0.1226,1.0,0.14172,0.15882,0.12455,0.14204,0.13299,0.12005,0.13688,0.1342,0.13446,0.15266,0.11869,0.13267,0.14253,0.1196,0.12689,0.13683,0.13004,0.11667,0.14059,0.12665,0.11861,0.16183,0.1257,0.13307,0.12121,0.13306,0.14301,0.25458,0.19425,0.12734,0.14028,0.13611,0.13029,0.12257,0.13958,0.11395,0.17361,0.13996,0.15703,0.12585,0.14982,0.13019,0.11719,0.1342,0.12676,0.11079,0.13621,0.12591,0.81218,0.12956,0.14855,0.139,0.14303,0.14751,0.12484,0.12379,0.16296,0.15086,0.1185,0.1613,0.23037,0.21285,0.14485,0.15455,0.14902,0.14439,0.13617,0.13149,0.18561,0.13734,0.11827,0.12616,0.14327,0.15023,0.12262,0.13321,0.13362,0.12367,0.12663,0.35905,0.31463,0.12659,0.14381,0.13451,0.20918,0.13179,0.13273,0.12997,0.13255,0.13859,0.15151,0.15353,0.14636,0.13442,0.4178,0.13278,0.13233,0.13386,0.14585,0.13358,0.4211,0.1256,0.12332,0.14461,0.37809,0.15116,0.19012,0.14417,0.14026,0.14026,0.15541,0.13582,0.19361,0.14496,0.1197,0.14982,0.12047,0.16985,0.13537,0.14346,0.12657,0.30911,0.14446,0.14736,0.40403,0.13847,0.13558
K7K4A9,0.12341,0.1192,0.11959,0.1527,0.13179,0.13387,0.58714,0.13733,0.10842,0.11629,0.15497,0.12269,0.1317,0.12443,0.1253,0.13037,0.16052,0.14618,0.14331,0.13162,0.12391,0.12448,0.13845,0.13172,0.12758,0.10928,0.11223,0.14926,0.11703,0.12967,0.14408,0.15024,0.13585,0.11496,0.14665,0.11793,0.15293,0.14701,0.12429,0.15268,0.12301,0.1457,0.13711,0.15461,0.13947,0.10674,0.1294,0.12804,0.12557,0.14766,0.128,0.14172,1.0,0.85234,0.13368,0.11918,0.13483,0.13549,0.12633,0.14973,0.1227,0.13436,0.15674,0.13734,0.11958,0.12326,0.12376,0.12801,0.13691,0.15449,0.11628,0.1422,0.13284,0.1297,0.11841,0.13809,0.11072,0.12719,0.16579,0.21298,0.14548,0.1498,0.1147,0.12341,0.14558,0.11628,0.13063,0.1252,0.12275,0.11423,0.12665,0.13316,0.12918,0.13889,0.12362,0.16709,0.13675,0.13728,0.40906,0.11461,0.13064,0.1242,0.1388,0.16806,0.13855,0.13161,0.13054,0.1265,0.13323,0.1181,0.13537,0.14907,0.25301,0.29119,0.12867,0.15212,0.12493,0.14243,0.1166,0.1257,0.12127,0.56609,0.13098,0.12022,0.13409,0.12777,0.1166,0.13028,0.1355,0.13302,0.11417,0.15908,0.16648,0.13316,0.13962,0.13149,0.42331,0.14613,0.15105,0.13637,0.13593,0.13145,0.12934,0.13951,0.15624,0.1777,0.19362,0.13059,0.13866,0.12339,0.15681,0.11356,0.16746,0.12869,0.16072,0.14894,0.16237,0.13427,0.14062,0.13276,0.17071,0.11572,0.40614,0.14064,0.12823,0.56847,0.11283,0.13931,0.12699,0.15418,0.14002,0.13219,0.1313,0.10308,0.11603,0.13794,0.17676,0.12918,0.11341
K7LNH5,0.13798,0.13334,0.13143,0.12139,0.17358,0.12298,0.54006,0.12966,0.12664,0.11539,0.13144,0.1211,0.1406,0.11098,0.14882,0.13577,0.14492,0.13244,0.13957,0.11983,0.10878,0.17214,0.13585,0.14873,0.13711,0.12369,0.12023,0.1511,0.12014,0.12351,0.12961,0.13595,0.12762,0.12276,0.13319,0.10755,0.17508,0.1535,0.14016,0.1422,0.12453,0.15256,0.12254,0.12484,0.14417,0.1202,0.13789,0.14935,0.10901,0.14023,0.12264,0.15882,0.85234,1.0,0.11298,0.13664,0.1217,0.14642,0.14296,0.14325,0.12958,0.12046,0.1623,0.12268,0.12462,0.1247,0.13278,0.12019,0.1374,0.16849,0.12528,0.14313,0.12254,0.1199,0.12999,0.1383,0.11736,0.13182,0.16513,0.21297,0.14905,0.14697,0.10567,0.13048,0.1385,0.12897,0.12747,0.12361,0.11918,0.11064,0.12876,0.12537,0.13359,0.11411,0.11531,0.16752,0.12295,0.13101,0.44433,0.12481,0.13557,0.12282,0.11955,0.16106,0.14589,0.12646,0.11454,0.13574,0.16071,0.11141,0.12255,0.16352,0.23734,0.30005,0.12829,0.1281,0.12107,0.15019,0.11383,0.1269,0.11732,0.58311,0.14487,0.12582,0.12865,0.11686,0.11455,0.12366,0.12893,0.16114,0.11613,0.17139,0.17491,0.14234,0.12332,0.15275,0.39239,0.1343,0.17277,0.11768,0.1448,0.13677,0.11785,0.14974,0.16582,0.17703,0.19023,0.13034,0.11803,0.1214,0.1233,0.12225,0.16941,0.11084,0.15832,0.11951,0.16012,0.11806,0.14703,0.14221,0.14689,0.13246,0.43535,0.14493,0.12138,0.59856,0.13352,0.12202,0.13678,0.12899,0.1555,0.12629,0.11648,0.12859,0.11688,0.14161,0.17763,0.11836,0.12361
L4IZD0,0.14016,0.13599,0.13482,0.13373,0.15703,0.15642,0.12692,0.13004,0.1151,0.12171,0.11968,0.10262,0.139,0.15014,0.11959,0.13709,0.12373,0.13272,0.12877,0.1468,0.12217,0.16126,0.17117,0.13694,0.32499,0.12807,0.17008,0.11785,0.12274,0.11188,0.12441,0.12519,0.1198,0.12439,0.126,0.12629,0.13999,0.12427,0.11687,0.16538,0.16734,0.11555,0.12725,0.14897,0.13009,0.32398,0.12193,0.17248,0.16624,0.13764,0.10513,0.12455,0.13368,0.11298,1.0,0.5829,0.13035,0.15229,0.13284,0.15798,0.59869,0.13285,0.15837,0.13102,0.14605,0.57539,0.13268,0.11407,0.12592,0.1282,0.10799,0.1581,0.15426,0.13171,0.11377,0.153,0.15002,0.13408,0.13937,0.12417,0.14364,0.12027,0.11415,0.14424,0.25305,0.10422,0.15565,0.11338,0.19672,0.11572,0.13309,0.12922,0.12974,0.11188,0.12699,0.1279,0.11533,0.12027,0.11496,0.13473,0.11578,0.17377,0.15023,0.14758,0.12146,0.1309,0.1235,0.12375,0.15128,0.128,0.16306,0.19543,0.17701,0.16218,0.10907,0.17631,0.14008,0.13944,0.1308,0.12705,0.16971,0.11121,0.15585,0.11445,0.13611,0.12554,0.13847,0.12444,0.16518,0.11137,0.13218,0.13764,0.12947,0.14528,0.126,0.14231,0.13088,0.13624,0.14879,0.12557,0.1369,0.10335,0.13419,0.10849,0.13381,0.31174,0.11315,0.15748,0.1511,0.12919,0.12967,0.13832,0.12312,0.15255,0.12147,0.1434,0.12106,0.1227,0.13025,0.12961,0.12986,0.11422,0.13757,0.15159,0.11965,0.14899,0.12848,0.14089,0.12216,0.12115,0.15916,0.13798,0.13509,0.12966,0.13087,0.12271,0.12029,0.15639,0.10935
MBB2876758-1,0.12541,0.15571,0.13278,0.17789,0.13194,0.13016,0.14516,0.11235,0.11844,0.1334,0.12388,0.14876,0.15447,0.11899,0.11355,0.13674,0.13548,0.1398,0.15555,0.1816,0.12192,0.12565,0.1806,0.10812,0.30465,0.13841,0.13782,0.1336,0.11825,0.14209,0.11308,0.16775,0.13946,0.11356,0.14933,0.12536,0.13658,0.13865,0.10932,0.12832,0.11839,0.11515,0.15166,0.14023,0.14166,0.27919,0.1109,0.16383,0.14421,0.13246,0.1203,0.14204,0.11918,0.13664,0.5829,1.0,0.13602,0.14453,0.13303,0.13692,0.63053,0.13095,0.1281,0.13157,0.13064,0.7533,0.13372,0.12198,0.18037,0.12023,0.11482,0.13689,0.11765,0.14353,0.11466,0.11566,0.13039,0.1484,0.12798,0.11946,0.12494,0.11508,0.13701,0.12867,0.26534,0.14046,0.18419,0.12426,0.21639,0.12698,0.11992,0.11912,0.15664,0.10825,0.14127,0.11288,0.11496,0.17624,0.11366,0.14317,0.15275,0.12723,0.14591,0.13228,0.11809,0.13448,0.15419,0.12138,0.13945,0.14249,0.13506,0.2219,0.12426,0.11007,0.10226,0.14968,0.11825,0.1143,0.13019,0.13362,0.21401,0.14463,0.15192,0.13362,0.13567,0.1322,0.1354,0.15299,0.15795,0.11782,0.14223,0.1204,0.11723,0.15849,0.15073,0.14903,0.13487,0.13337,0.13024,0.12084,0.12438,0.10768,0.11841,0.09964,0.15275,0.27251,0.13008,0.15756,0.16439,0.12611,0.18864,0.14146,0.14098,0.15423,0.14785,0.16479,0.12482,0.11171,0.20072,0.13128,0.13974,0.14357,0.11575,0.1145,0.15703,0.12969,0.14181,0.13581,0.12636,0.14083,0.15723,0.12898,0.15938,0.1528,0.1532,0.14629,0.13509,0.1351,0.12452
MBI19861291,0.14374,0.12395,0.11789,0.14364,0.17985,0.13165,0.1549,0.11762,0.11637,0.1153,0.23653,0.14539,0.17895,0.3487,0.1864,0.1605,0.16463,0.19472,0.16655,0.12933,0.13862,0.17859,0.1279,0.17612,0.15662,0.1622,0.15149,0.13772,0.1176,0.12394,0.11531,0.11931,0.26897,0.11628,0.15163,0.10705,0.12799,0.14243,0.11621,0.13613,0.7105,0.15298,0.19876,0.75496,0.14349,0.12383,0.11158,0.1554,0.144,0.1455,0.11733,0.13299,0.13483,0.1217,0.13035,0.13602,1.0,0.76554,0.71508,0.74949,0.14198,0.78253,0.74048,0.72524,0.75349,0.14181,0.693,0.73514,0.14435,0.13427,0.13035,0.32473,0.1443,0.13524,0.11872,0.1356,0.69555,0.16019,0.12068,0.14669,0.13929,0.16543,0.11142,0.15046,0.1313,0.139,0.13621,0.11556,0.13122,0.1192,0.12852,0.14358,0.15924,0.16215,0.12007,0.11314,0.13364,0.153,0.10533,0.15504,0.14633,0.14548,0.13063,0.14782,0.13225,0.15953,0.13446,0.12609,0.19707,0.12615,0.12521,0.12864,0.1348,0.12415,0.14948,0.14087,0.14021,0.13682,0.12999,0.14943,0.13861,0.13053,0.14263,0.12392,0.2988,0.16745,0.164,0.12585,0.12367,0.16567,0.15117,0.11302,0.12831,0.13529,0.154,0.14337,0.12484,0.14842,0.14383,0.13075,0.1516,0.16982,0.13098,0.11943,0.15475,0.14908,0.13901,0.12441,0.13033,0.11455,0.14748,0.13082,0.15124,0.13028,0.12757,0.1318,0.14273,0.11392,0.1263,0.14398,0.15828,0.13842,0.12584,0.14213,0.13804,0.12635,0.11853,0.14023,0.17123,0.12956,0.12559,0.16861,0.18071,0.16044,0.13745,0.1391,0.14326,0.13999,0.12039
MBL84112071,0.12989,0.12295,0.10899,0.13522,0.17387,0.13333,0.14609,0.1456,0.11796,0.12719,0.25725,0.18618,0.1732,0.39499,0.21358,0.13108,0.1605,0.21247,0.14857,0.13375,0.12355,0.15337,0.12162,0.1486,0.13314,0.17379,0.15337,0.13134,0.11438,0.14446,0.13816,0.13062,0.22539,0.11254,0.15169,0.1153,0.13424,0.197,0.12829,0.13547,0.71624,0.13771,0.17302,0.74813,0.16061,0.14573,0.11713,0.18609,0.13214,0.16032,0.13407,0.12005,0.13549,0.14642,0.15229,0.14453,0.76554,1.0,0.74788,0.76992,0.12853,0.7577,0.79918,0.79096,0.72917,0.13675,0.73526,0.7376,0.13555,0.1331,0.13871,0.34518,0.13055,0.1273,0.14431,0.14058,0.70391,0.1439,0.13149,0.14829,0.12539,0.12322,0.12131,0.16604,0.13695,0.12815,0.13414,0.12247,0.1275,0.12748,0.11048,0.13287,0.16665,0.14143,0.13693,0.11406,0.13082,0.16351,0.12025,0.16777,0.15447,0.12953,0.1257,0.1423,0.10702,0.20839,0.13147,0.1474,0.15482,0.14079,0.12353,0.12606,0.12345,0.14256,0.13807,0.12578,0.12785,0.16904,0.13449,0.17233,0.12324,0.12899,0.165,0.1112,0.30396,0.13334,0.15491,0.1411,0.11848,0.1349,0.13847,0.1362,0.13856,0.14484,0.13026,0.14433,0.10956,0.16594,0.13066,0.12188,0.12673,0.13925,0.13904,0.11628,0.20012,0.14026,0.12554,0.1288,0.1348,0.12628,0.1537,0.14148,0.1412,0.12455,0.11218,0.13041,0.1265,0.12035,0.13514,0.14305,0.13865,0.12843,0.16579,0.13335,0.12798,0.12747,0.10545,0.13009,0.15863,0.15894,0.14228,0.1754,0.14386,0.14164,0.13246,0.12292,0.13463,0.14077,0.12041
MBL84891351,0.15441,0.12128,0.12757,0.13145,0.21732,0.12292,0.14478,0.13147,0.13579,0.12012,0.2486,0.20364,0.19005,0.34039,0.20702,0.15485,0.1536,0.24813,0.12052,0.12974,0.13611,0.16992,0.15472,0.15195,0.14451,0.15102,0.16144,0.12879,0.12424,0.15933,0.12569,0.13827,0.24944,0.12425,0.16247,0.10932,0.16332,0.21944,0.11235,0.11305,0.70284,0.12854,0.20475,0.70512,0.15129,0.14476,0.12588,0.19531,0.11442,0.15499,0.12788,0.13688,0.12633,0.14296,0.13284,0.13303,0.71508,0.74788,1.0,0.75062,0.1352,0.70945,0.73902,0.76651,0.78044,0.16163,0.73025,0.81983,0.13057,0.1129,0.15032,0.36124,0.14258,0.14073,0.11948,0.13634,0.76007,0.1547,0.19167,0.13634,0.13168,0.15039,0.13783,0.20008,0.12186,0.12272,0.13918,0.12037,0.13916,0.14736,0.12603,0.12229,0.14581,0.15093,0.10464,0.12146,0.12566,0.12195,0.11612,0.19343,0.14544,0.12841,0.14793,0.1616,0.10642,0.21847,0.13649,0.12769,0.18828,0.139,0.13836,0.14837,0.1395,0.13079,0.12907,0.12626,0.1706,0.14071,0.1275,0.20715,0.18204,0.12508,0.19988,0.11966,0.33125,0.1294,0.14255,0.12807,0.13898,0.14325,0.13595,0.14847,0.13612,0.14865,0.13388,0.1296,0.13583,0.15408,0.13132,0.13614,0.14975,0.13759,0.12929,0.12439,0.22942,0.12959,0.17086,0.14032,0.15816,0.1384,0.17622,0.14978,0.15913,0.13203,0.12752,0.13359,0.13045,0.12991,0.13042,0.13396,0.14063,0.16714,0.15978,0.13028,0.14057,0.11752,0.12999,0.15864,0.13415,0.14076,0.13724,0.22015,0.15044,0.13322,0.14047,0.11801,0.17865,0.13331,0.12343
